title_id,name,job_family,level
807,Junior Data Engineering,Data Engineering,L2
808,Senior Data Engineering,Data Engineering,L4
809,Senior DevOps,DevOps,L4
810,Junior Analytics,Analytics,L2
811,Staff Data Engineering,Data Engineering,L5
812,Junior Sales,Sales,L2
813,Junior DevOps,DevOps,L2
814,Principal Sales,Sales,L6
815,Engineer DevOps,DevOps,L3
816,Staff Data Science,Data Science,L5
817,Intern DevOps,DevOps,L1
818,Principal Finance,Finance,L6
819,Junior Data Engineering,Data Engineering,L2
820,Distinguished Platform,Platform,L7
821,Intern Finance,Finance,L1
822,Intern Sales,Sales,L1
823,Distinguished Marketing,Marketing,L7
824,Distinguished Security,Security,L7
825,Engineer Security,Security,L3
826,Staff Data Science,Data Science,L5
827,Intern Marketing,Marketing,L1
828,Junior DevOps,DevOps,L2
829,Staff Security,Security,L5
830,Principal Security,Security,L6
831,Junior HR,HR,L2
832,Engineer Marketing,Marketing,L3
833,Senior HR,HR,L4
834,Principal Platform,Platform,L6
835,Distinguished Finance,Finance,L7
836,Junior Platform,Platform,L2
837,Senior Data Engineering,Data Engineering,L4
838,Junior Data Engineering,Data Engineering,L2
839,Engineer Finance,Finance,L3
840,Engineer Data Engineering,Data Engineering,L3
841,Distinguished Data Engineering,Data Engineering,L7
842,Distinguished Sales,Sales,L7
843,Intern Security,Security,L1
844,Staff Platform,Platform,L5
845,Senior Platform,Platform,L4
846,Intern Marketing,Marketing,L1
847,Principal Analytics,Analytics,L6
848,Intern Security,Security,L1
849,Junior Data Engineering,Data Engineering,L2
850,Senior Finance,Finance,L4
851,Senior DevOps,DevOps,L4
852,Staff Data Science,Data Science,L5
853,Staff Data Science,Data Science,L5
854,Principal Analytics,Analytics,L6
855,Intern Sales,Sales,L1
856,Staff HR,HR,L5
857,Senior Data Engineering,Data Engineering,L4
858,Junior Analytics,Analytics,L2
859,Engineer Security,Security,L3
860,Distinguished DevOps,DevOps,L7
861,Principal Sales,Sales,L6
862,Engineer DevOps,DevOps,L3
863,Engineer Marketing,Marketing,L3
864,Intern Platform,Platform,L1
865,Junior Platform,Platform,L2
866,Intern HR,HR,L1
867,Intern Analytics,Analytics,L1
868,Senior Analytics,Analytics,L4
869,Engineer Marketing,Marketing,L3
870,Intern Sales,Sales,L1
871,Engineer Finance,Finance,L3
872,Senior Platform,Platform,L4
873,Senior Security,Security,L4
874,Distinguished Security,Security,L7
875,Intern Data Science,Data Science,L1
876,Distinguished Analytics,Analytics,L7
877,Distinguished Security,Security,L7
878,Intern HR,HR,L1
879,Distinguished Platform,Platform,L7
880,Junior DevOps,DevOps,L2
881,Principal Data Science,Data Science,L6
882,Engineer Platform,Platform,L3
883,Staff Sales,Sales,L5
884,Principal Data Engineering,Data Engineering,L6
885,Engineer Security,Security,L3
886,Intern Analytics,Analytics,L1
887,Distinguished Sales,Sales,L7
888,Staff Marketing,Marketing,L5
889,Junior Finance,Finance,L2
890,Senior Data Science,Data Science,L4
891,Distinguished Data Science,Data Science,L7
892,Intern Analytics,Analytics,L1
893,Intern Data Engineering,Data Engineering,L1
894,Junior Platform,Platform,L2
895,Distinguished Platform,Platform,L7
896,Engineer Sales,Sales,L3
897,Staff Data Science,Data Science,L5
898,Engineer HR,HR,L3
899,Intern Data Science,Data Science,L1
900,Junior Data Science,Data Science,L2
901,Distinguished Marketing,Marketing,L7
902,Intern Analytics,Analytics,L1
903,Intern DevOps,DevOps,L1
904,Senior Data Engineering,Data Engineering,L4
905,Junior Data Engineering,Data Engineering,L2
906,Senior HR,HR,L4
907,Senior Sales,Sales,L4
908,Senior Data Engineering,Data Engineering,L4
909,Junior Sales,Sales,L2
910,Junior DevOps,DevOps,L2
911,Engineer Analytics,Analytics,L3
912,Senior Security,Security,L4
913,Intern Analytics,Analytics,L1
914,Staff HR,HR,L5
915,Junior HR,HR,L2
916,Senior Security,Security,L4
917,Staff Sales,Sales,L5
918,Intern Marketing,Marketing,L1
919,Engineer Data Science,Data Science,L3
920,Junior Sales,Sales,L2
921,Junior Sales,Sales,L2
922,Junior Finance,Finance,L2
923,Distinguished Finance,Finance,L7
924,Senior Data Engineering,Data Engineering,L4
925,Senior DevOps,DevOps,L4
926,Distinguished Finance,Finance,L7
927,Engineer Marketing,Marketing,L3
928,Staff HR,HR,L5
929,Senior DevOps,DevOps,L4
930,Junior Security,Security,L2
931,Engineer Data Engineering,Data Engineering,L3
932,Junior HR,HR,L2
933,Distinguished Data Engineering,Data Engineering,L7
934,Intern Security,Security,L1
935,Staff Marketing,Marketing,L5
936,Distinguished DevOps,DevOps,L7
937,Junior HR,HR,L2
938,Intern Analytics,Analytics,L1
939,Principal Platform,Platform,L6
940,Engineer Platform,Platform,L3
941,Distinguished Finance,Finance,L7
942,Distinguished Data Engineering,Data Engineering,L7
943,Staff Platform,Platform,L5
944,Engineer Sales,Sales,L3
945,Junior Analytics,Analytics,L2
946,Staff Platform,Platform,L5
947,Distinguished DevOps,DevOps,L7
948,Staff DevOps,DevOps,L5
949,Principal Data Engineering,Data Engineering,L6
950,Staff DevOps,DevOps,L5
951,Junior HR,HR,L2
952,Junior HR,HR,L2
953,Staff Marketing,Marketing,L5
954,Junior Security,Security,L2
955,Intern Marketing,Marketing,L1
956,Intern Data Science,Data Science,L1
957,Staff Platform,Platform,L5
958,Intern Platform,Platform,L1
959,Senior Finance,Finance,L4
960,Engineer Data Engineering,Data Engineering,L3
961,Junior HR,HR,L2
962,Engineer Analytics,Analytics,L3
963,Distinguished Analytics,Analytics,L7
964,Intern DevOps,DevOps,L1
965,Junior Data Engineering,Data Engineering,L2
966,Principal HR,HR,L6
967,Distinguished Analytics,Analytics,L7
968,Distinguished Data Science,Data Science,L7
969,Distinguished Finance,Finance,L7
970,Intern DevOps,DevOps,L1
971,Principal DevOps,DevOps,L6
972,Staff Sales,Sales,L5
973,Engineer Data Science,Data Science,L3
974,Engineer Security,Security,L3
975,Junior Analytics,Analytics,L2
976,Distinguished Sales,Sales,L7
977,Principal Marketing,Marketing,L6
978,Junior DevOps,DevOps,L2
979,Principal Finance,Finance,L6
980,Distinguished HR,HR,L7
981,Junior DevOps,DevOps,L2
982,Distinguished HR,HR,L7
983,Senior Analytics,Analytics,L4
984,Principal Security,Security,L6
985,Junior Security,Security,L2
986,Principal Analytics,Analytics,L6
987,Principal Data Engineering,Data Engineering,L6
988,Senior HR,HR,L4
989,Intern HR,HR,L1
990,Staff Analytics,Analytics,L5
991,Distinguished DevOps,DevOps,L7
992,Junior HR,HR,L2
993,Intern HR,HR,L1
994,Junior Marketing,Marketing,L2
995,Principal DevOps,DevOps,L6
996,Junior Data Science,Data Science,L2
997,Engineer DevOps,DevOps,L3
998,Principal Analytics,Analytics,L6
999,Distinguished Data Science,Data Science,L7
1000,Senior DevOps,DevOps,L4
