txn_id,txn_ts,student_id,item_id,item_name,category,qty,unit_price,discount_pct,payment_method
T0000947,2025-07-05 08:47:12,S1212,I05,Cutting Chai,Beverages,4,10.65,0,Card
T0000948,2025-07-05 09:41:50,S1198,I06,Poha,Breakfast,4,30.14,0,Cash
T0000949,2025-07-05 09:51:20,S1108,I06,Poha,Breakfast,1,30.76,0,Card
T0000949,2025-07-05 09:51:20,S1029,I01,Veg Puff,Snacks,1,24.74,0,Card
T0000950,2025-07-05 13:27:18,S1069,I05,Cutting Chai,Beverages,3,9.48,15,Card
T0000950,2025-07-05 13:27:18,S1176,I06,Poha,Breakfast,5,29.97,0,UPI
T0000951,2025-07-05 18:46:53,S1141,I04,Cold Coffee,Beverages,2,60.57,0,Cash
T0000951,2025-07-05 18:46:53,S1030,I05,Cutting Chai,Beverages,1,9.59,0,Card
T0000952,2025-07-05 09:56:42,S1384,I06,Poha,Breakfast,1,30.59,0,Cash
T0000952,2025-07-05 09:56:42,S1288,I04,Cold Coffee,Beverages,3,60.12,5,Card
T0000953,2025-07-05 18:40:53,S1026,I05,Cutting Chai,Beverages,1,12.13,0,UPI
T0000954,2025-07-05 14:28:41,S1376,I01,Veg Puff,Snacks,1,24.69,0,Card
T0000954,2025-07-05 14:28:41,S1245,I05,Cutting Chai,Beverages,1,10.76,5,Cash
T0000955,2025-07-05 13:26:59,S1199,I02,Samosa,Snacks,1,14.83,0,UPI
T0000956,2025-07-05 12:12:51,S1341,I03,Masala Sandwich,Sandwiches,2,45.17,0,UPI
T0000957,2025-07-05 14:50:42,S1265,I03,Masala Sandwich,Sandwiches,1,44.93,5,UPI
T0000958,2025-07-05 19:54:40,S1011,I03,Masala Sandwich,Sandwiches,2,45.24,10,UPI
T0000958,2025-07-05 19:54:40,S1211,I05,Cutting Chai,Beverages,3,10.24,0,Cash
T0000959,2025-07-05 17:01:42,S1112,I06,Poha,Breakfast,2,29.5,10,Cash
T0000960,2025-07-05 13:39:10,S1091,I01,Veg Puff,Snacks,1,25.76,25,UPI
T0000961,2025-07-05 09:05:58,S1332,I06,Poha,Breakfast,2,30.33,0,Card
T0000961,2025-07-05 09:05:58,S1102,I05,Cutting Chai,Beverages,2,10.84,0,UPI
T0000962,2025-07-05 19:34:48,S1206,I06,Poha,Breakfast,1,30.25,0,Card
T0000963,2025-07-05 14:47:19,S1242,I04,Cold Coffee,Beverages,3,59.47,0,Card
T0000964,2025-07-05 13:09:54,S1246,I06,Poha,Breakfast,1,29.56,0,Card
T0000965,2025-07-05 09:14:34,S1250,I02,Samosa,Snacks,2,15.27,0,Cash
T0000966,2025-07-05 14:29:58,S1283,I03,Masala Sandwich,Sandwiches,1,45.53,0,Cash
T0000966,2025-07-05 14:29:58,S1391,I04,Cold Coffee,Beverages,1,59.61,0,Card
T0000967,2025-07-05 13:40:45,S1320,I02,Samosa,Snacks,2,14.66,0,Card
T0000967,2025-07-05 13:40:45,S1204,I04,Cold Coffee,Beverages,4,59.97,0,UPI
T0000968,2025-07-05 19:19:38,S1147,I02,Samosa,Snacks,1,15.27,0,Cash
T0000968,2025-07-05 19:19:38,S1281,I03,Masala Sandwich,Sandwiches,2,45.17,0,Card
T0000969,2025-07-05 14:51:14,S1390,I05,Cutting Chai,Beverages,2,9.94,0,UPI
T0000970,2025-07-05 12:45:10,S1212,I05,Cutting Chai,Beverages,2,10.6,0,Card
T0000971,2025-07-05 19:49:16,S1117,I05,Cutting Chai,Beverages,2,9.62,0,Cash
T0000972,2025-07-05 13:29:05,S1271,I01,Veg Puff,Snacks,1,23.89,0,Card
T0000973,2025-07-05 19:51:02,S1086,I04,Cold Coffee,Beverages,4,60.05,0,Card
T0000974,2025-07-05 09:10:09,S1031,I03,Masala Sandwich,Sandwiches,5,44.34,0,Card
T0000975,2025-07-05 09:31:15,S1131,I02,Samosa,Snacks,4,15.05,0,UPI
T0000975,2025-07-05 09:31:15,S1264,I01,Veg Puff,Snacks,2,24.9,0,Cash
T0000976,2025-07-05 17:41:48,S1190,I04,Cold Coffee,Beverages,6,60.54,5,Cash
T0000977,2025-07-05 12:26:51,S1131,I02,Samosa,Snacks,2,15.3,0,Card
T0000978,2025-07-05 08:26:05,S1235,I01,Veg Puff,Snacks,1,25.34,0,Card
T0000979,2025-07-05 08:01:41,S1117,I05,Cutting Chai,Beverages,4,10.49,0,Card
T0000980,2025-07-05 08:00:08,S1260,I02,Samosa,Snacks,4,15.0,0,UPI
T0000981,2025-07-05 08:16:35,S1048,I06,Poha,Breakfast,1,29.66,0,UPI
T0000982,2025-07-05 17:27:55,S1189,I03,Masala Sandwich,Sandwiches,2,44.64,0,Card
T0000983,2025-07-05 08:18:13,S1160,I03,Masala Sandwich,Sandwiches,2,44.93,25,Card
T0000983,2025-07-05 08:18:13,S1349,I06,Poha,Breakfast,1,30.34,15,Cash
T0000984,2025-07-05 09:56:29,S1020,I04,Cold Coffee,Beverages,1,58.94,25,Cash
T0000984,2025-07-05 09:56:29,S1059,I02,Samosa,Snacks,1,15.61,0,Card
T0000985,2025-07-05 18:30:08,S1267,I02,Samosa,Snacks,2,15.82,0,UPI
T0000986,2025-07-05 09:08:12,S1274,I01,Veg Puff,Snacks,2,25.71,15,UPI
T0000987,2025-07-05 09:44:02,S1003,I03,Masala Sandwich,Sandwiches,1,46.0,0,UPI
T0000988,2025-07-05 13:58:01,S1347,I01,Veg Puff,Snacks,3,23.96,0,Cash
T0000988,2025-07-05 13:58:01,S1126,I05,Cutting Chai,Beverages,4,10.45,0,UPI
T0000989,2025-07-05 19:05:46,S1219,I04,Cold Coffee,Beverages,2,60.16,0,UPI
T0000990,2025-07-05 17:04:26,S1240,I04,Cold Coffee,Beverages,3,60.44,0,UPI
T0000991,2025-07-05 08:34:13,S1294,I04,Cold Coffee,Beverages,1,61.39,0,UPI
T0000992,2025-07-05 08:59:52,S1009,I05,Cutting Chai,Beverages,2,10.57,0,Card
T0000993,2025-07-05 14:17:39,S1254,I06,Poha,Breakfast,6,29.86,0,UPI
T0000993,2025-07-05 14:17:39,S1229,I02,Samosa,Snacks,3,15.21,0,Card
T0000994,2025-07-05 09:11:42,S1324,I01,Veg Puff,Snacks,3,25.56,0,Cash
T0000995,2025-07-05 12:48:25,S1107,I04,Cold Coffee,Beverages,2,59.41,0,Cash
T0000996,2025-07-05 09:15:24,S1257,I01,Veg Puff,Snacks,2,25.52,15,Card
T0000997,2025-07-05 12:18:05,S1156,I05,Cutting Chai,Beverages,1,9.91,15,UPI
T0000997,2025-07-05 12:18:05,S1302,I06,Poha,Breakfast,2,29.8,0,Cash
T0000998,2025-07-05 08:52:39,S1367,I06,Poha,Breakfast,1,30.59,0,Card
T0000999,2025-07-05 09:57:39,S1371,I06,Poha,Breakfast,3,30.02,0,Cash
T0000999,2025-07-05 09:57:39,S1253,I03,Masala Sandwich,Sandwiches,6,44.69,15,Cash
T0001000,2025-07-05 12:02:58,S1166,I05,Cutting Chai,Beverages,2,10.8,0,Card
T0001001,2025-07-05 14:12:44,S1013,I04,Cold Coffee,Beverages,1,60.78,0,Card
T0001002,2025-07-05 14:28:01,S1020,I02,Samosa,Snacks,1,14.66,0,UPI
T0001003,2025-07-05 14:55:42,S1037,I04,Cold Coffee,Beverages,4,60.8,0,UPI
T0001004,2025-07-05 14:29:37,S1174,I06,Poha,Breakfast,2,29.97,0,UPI
T0001005,2025-07-05 18:25:34,S1212,I04,Cold Coffee,Beverages,2,60.51,10,UPI
T0001006,2025-07-05 12:20:41,S1321,I04,Cold Coffee,Beverages,1,58.86,0,Card
T0001007,2025-07-05 08:46:52,S1110,I06,Poha,Breakfast,1,29.12,5,UPI
T0001007,2025-07-05 08:46:52,S1123,I05,Cutting Chai,Beverages,2,10.18,0,Cash
T0001008,2025-07-05 09:06:52,S1006,I05,Cutting Chai,Beverages,1,10.77,0,Cash
T0001008,2025-07-05 09:06:52,S1258,I04,Cold Coffee,Beverages,4,59.42,0,UPI
T0001009,2025-07-05 14:17:57,S1265,I06,Poha,Breakfast,2,30.96,0,Cash
T0001010,2025-07-05 09:49:36,S1098,I01,Veg Puff,Snacks,4,25.07,0,UPI
T0001010,2025-07-05 09:49:36,S1279,I05,Cutting Chai,Beverages,3,10.37,0,Cash
T0001011,2025-07-05 12:15:43,S1258,I02,Samosa,Snacks,3,15.07,5,UPI
T0001012,2025-07-05 09:18:42,S1177,I02,Samosa,Snacks,1,15.52,0,UPI
T0001013,2025-07-05 12:07:55,S1019,I01,Veg Puff,Snacks,3,26.27,10,Cash
T0001014,2025-07-05 12:26:56,S1363,I01,Veg Puff,Snacks,2,25.26,10,Cash
T0001014,2025-07-05 12:26:56,S1028,I04,Cold Coffee,Beverages,1,61.12,0,Card
T0001015,2025-07-05 14:34:09,S1316,I06,Poha,Breakfast,1,30.11,0,Card
T0001016,2025-07-06 12:07:38,S1083,I06,Poha,Breakfast,1,29.95,0,Cash
T0001017,2025-07-06 13:18:24,S1153,I03,Masala Sandwich,Sandwiches,3,47.57,0,Cash
T0001018,2025-07-06 12:55:17,S1207,I02,Samosa,Snacks,1,16.01,0,UPI
T0001018,2025-07-06 12:55:17,S1057,I04,Cold Coffee,Beverages,2,60.54,0,Cash
T0001019,2025-07-06 12:26:51,S1109,I05,Cutting Chai,Beverages,3,9.86,0,Card
T0001019,2025-07-06 12:26:51,S1009,I04,Cold Coffee,Beverages,2,59.18,0,UPI
T0001020,2025-07-06 09:55:40,S1068,I06,Poha,Breakfast,1,30.23,5,UPI
T0001021,2025-07-06 14:05:24,S1010,I05,Cutting Chai,Beverages,3,9.13,0,Card
T0001022,2025-07-06 14:43:58,S1223,I04,Cold Coffee,Beverages,1,59.59,0,Cash
T0001023,2025-07-06 09:29:51,S1249,I06,Poha,Breakfast,2,29.34,5,Cash
T0001024,2025-07-06 08:13:51,S1368,I01,Veg Puff,Snacks,2,25.18,10,UPI
T0001025,2025-07-06 19:47:35,S1166,I01,Veg Puff,Snacks,2,24.59,0,Cash
T0001026,2025-07-06 09:21:30,S1163,I05,Cutting Chai,Beverages,1,9.47,0,Card
T0001026,2025-07-06 09:21:30,S1257,I01,Veg Puff,Snacks,5,24.83,0,Card
T0001027,2025-07-06 13:25:22,S1028,I01,Veg Puff,Snacks,2,24.59,0,Cash
T0001028,2025-07-06 14:20:32,S1358,I02,Samosa,Snacks,1,14.47,0,UPI
T0001029,2025-07-06 09:19:21,S1151,I05,Cutting Chai,Beverages,2,10.23,0,Card
T0001029,2025-07-06 09:19:21,S1136,I04,Cold Coffee,Beverages,1,60.63,15,Cash
T0001030,2025-07-06 14:54:52,S1047,I04,Cold Coffee,Beverages,1,59.72,0,Cash
T0001031,2025-07-06 09:13:42,S1118,I05,Cutting Chai,Beverages,3,10.18,0,Cash
T0001031,2025-07-06 09:13:42,S1284,I02,Samosa,Snacks,3,13.31,0,Cash
T0001032,2025-07-06 18:02:50,S1382,I02,Samosa,Snacks,1,14.87,0,Cash
T0001033,2025-07-06 08:23:48,S1034,I06,Poha,Breakfast,1,30.14,0,Card
T0001033,2025-07-06 08:23:48,S1290,I01,Veg Puff,Snacks,2,25.17,0,UPI
T0001034,2025-07-06 09:59:10,S1340,I06,Poha,Breakfast,4,29.39,0,UPI
T0001035,2025-07-06 12:47:15,S1079,I05,Cutting Chai,Beverages,3,11.65,0,Card
T0001036,2025-07-06 12:46:29,S1312,I06,Poha,Breakfast,2,28.56,0,Cash
T0001036,2025-07-06 12:46:29,S1050,I05,Cutting Chai,Beverages,1,10.44,0,Cash
T0001037,2025-07-06 14:45:24,S1213,I02,Samosa,Snacks,3,14.71,10,Card
T0001037,2025-07-06 14:45:24,S1193,I06,Poha,Breakfast,1,29.99,10,Card
T0001038,2025-07-06 18:42:02,S1110,I01,Veg Puff,Snacks,3,25.7,0,Card
T0001038,2025-07-06 18:42:02,S1052,I06,Poha,Breakfast,1,29.33,15,UPI
T0001039,2025-07-06 12:52:33,S1181,I02,Samosa,Snacks,1,15.0,0,Cash
T0001040,2025-07-06 18:17:31,S1198,I01,Veg Puff,Snacks,1,25.25,5,Card
T0001041,2025-07-06 12:43:52,S1337,I06,Poha,Breakfast,2,29.46,0,Cash
T0001041,2025-07-06 12:43:52,S1012,I02,Samosa,Snacks,1,14.99,0,UPI
T0001042,2025-07-06 18:39:00,S1162,I01,Veg Puff,Snacks,1,24.55,5,Card
T0001043,2025-07-06 17:08:58,S1361,I02,Samosa,Snacks,2,15.1,0,Cash
T0001044,2025-07-06 17:40:55,S1119,I04,Cold Coffee,Beverages,1,60.65,0,UPI
T0001045,2025-07-06 12:41:06,S1089,I03,Masala Sandwich,Sandwiches,1,47.39,0,Cash
T0001046,2025-07-06 09:42:20,S1097,I06,Poha,Breakfast,3,29.7,15,Card
T0001047,2025-07-06 14:11:26,S1105,I05,Cutting Chai,Beverages,1,10.25,0,Cash
T0001048,2025-07-06 14:05:14,S1145,I06,Poha,Breakfast,3,29.73,0,Card
T0001049,2025-07-06 12:48:30,S1296,I06,Poha,Breakfast,2,29.25,0,Card
T0001050,2025-07-06 13:22:57,S1285,I02,Samosa,Snacks,2,14.61,0,Card
T0001050,2025-07-06 13:22:57,S1044,I01,Veg Puff,Snacks,1,24.73,0,Cash
T0001051,2025-07-06 08:57:26,S1337,I06,Poha,Breakfast,1,29.61,10,Cash
T0001051,2025-07-06 08:57:26,S1197,I02,Samosa,Snacks,1,14.16,0,Cash
T0001052,2025-07-06 09:07:06,S1348,I06,Poha,Breakfast,2,30.89,0,UPI
T0001053,2025-07-06 17:01:43,S1063,I03,Masala Sandwich,Sandwiches,2,47.37,0,Card
T0001053,2025-07-06 17:01:43,S1002,I01,Veg Puff,Snacks,1,24.74,0,UPI
T0001054,2025-07-06 13:28:32,S1063,I02,Samosa,Snacks,2,15.13,15,Cash
T0001055,2025-07-06 09:46:19,S1188,I03,Masala Sandwich,Sandwiches,1,48.31,0,Card
T0001056,2025-07-06 12:49:56,S1155,I04,Cold Coffee,Beverages,4,59.62,0,Card
T0001056,2025-07-06 12:49:56,S1309,I01,Veg Puff,Snacks,2,24.54,15,UPI
T0001057,2025-07-06 19:10:28,S1397,I04,Cold Coffee,Beverages,2,59.42,0,Cash
T0001057,2025-07-06 19:10:28,S1297,I03,Masala Sandwich,Sandwiches,2,48.26,5,Card
T0001058,2025-07-06 08:20:17,S1141,I06,Poha,Breakfast,1,29.57,10,Card
T0001058,2025-07-06 08:20:17,S1140,I05,Cutting Chai,Beverages,1,9.92,0,UPI
T0001059,2025-07-06 18:15:20,S1056,I06,Poha,Breakfast,2,30.34,0,Card
T0001060,2025-07-06 09:01:34,S1301,I05,Cutting Chai,Beverages,3,10.54,0,UPI
T0001061,2025-07-06 09:38:57,S1326,I05,Cutting Chai,Beverages,2,10.87,0,UPI
T0001062,2025-07-06 18:14:11,S1035,I02,Samosa,Snacks,1,14.11,0,Card
T0001062,2025-07-06 18:14:11,S1207,I03,Masala Sandwich,Sandwiches,1,48.54,0,Card
T0001063,2025-07-06 08:54:32,S1115,I04,Cold Coffee,Beverages,2,60.27,0,UPI
T0001064,2025-07-06 17:29:50,S1239,I04,Cold Coffee,Beverages,4,59.21,0,UPI
T0001064,2025-07-06 17:29:50,S1054,I03,Masala Sandwich,Sandwiches,2,48.0,5,Cash
T0001065,2025-07-06 08:10:05,S1080,I02,Samosa,Snacks,1,14.3,15,UPI
T0001066,2025-07-06 12:22:21,S1122,I03,Masala Sandwich,Sandwiches,1,46.32,15,UPI
T0001066,2025-07-06 12:22:21,S1029,I05,Cutting Chai,Beverages,1,10.45,0,Card
T0001067,2025-07-06 17:53:10,S1055,I05,Cutting Chai,Beverages,3,10.75,0,Cash
T0001068,2025-07-06 09:17:51,S1205,I06,Poha,Breakfast,2,29.44,15,UPI
T0001069,2025-07-06 19:33:58,S1283,I04,Cold Coffee,Beverages,4,59.41,0,Card
T0001070,2025-07-06 17:18:55,S1011,I06,Poha,Breakfast,2,30.26,15,Cash
T0001070,2025-07-06 17:18:55,S1324,I04,Cold Coffee,Beverages,2,59.8,0,UPI
T0001071,2025-07-06 12:16:37,S1148,I02,Samosa,Snacks,1,14.94,0,Cash
T0001072,2025-07-06 08:01:31,S1323,I04,Cold Coffee,Beverages,1,60.21,0,Cash
T0001073,2025-07-06 17:50:21,S1175,I03,Masala Sandwich,Sandwiches,1,47.56,10,Cash
T0001073,2025-07-06 17:50:21,S1115,I02,Samosa,Snacks,2,15.28,0,Cash
T0001074,2025-07-06 09:57:33,S1245,I02,Samosa,Snacks,1,15.51,0,Cash
T0001075,2025-07-06 12:34:15,S1392,I06,Poha,Breakfast,1,28.88,15,Card
T0001075,2025-07-06 12:34:15,S1324,I03,Masala Sandwich,Sandwiches,2,48.04,5,UPI
T0001076,2025-07-06 09:25:13,S1291,I05,Cutting Chai,Beverages,1,9.14,0,UPI
T0001077,2025-07-06 18:28:52,S1202,I04,Cold Coffee,Beverages,5,59.94,0,Cash
T0001078,2025-07-06 08:34:07,S1334,I03,Masala Sandwich,Sandwiches,2,47.83,0,Card
T0001079,2025-07-06 13:55:46,S1012,I05,Cutting Chai,Beverages,4,10.11,0,UPI
T0001080,2025-07-06 13:06:53,S1009,I06,Poha,Breakfast,2,29.34,0,Cash
T0001081,2025-07-06 08:12:57,S1319,I03,Masala Sandwich,Sandwiches,2,48.0,0,Cash
T0001082,2025-07-06 14:07:04,S1053,I01,Veg Puff,Snacks,2,25.49,0,Cash
T0001083,2025-07-06 14:29:33,S1152,I02,Samosa,Snacks,1,14.51,0,Card
T0001083,2025-07-06 14:29:33,S1004,I06,Poha,Breakfast,2,30.08,0,Cash
T0001084,2025-07-06 19:46:20,S1102,I03,Masala Sandwich,Sandwiches,2,47.75,0,UPI
T0001085,2025-07-06 12:52:27,S1172,I04,Cold Coffee,Beverages,3,58.93,0,Cash
T0001085,2025-07-06 12:52:27,S1254,I02,Samosa,Snacks,1,14.72,25,Cash
T0001086,2025-07-06 09:45:22,S1067,I03,Masala Sandwich,Sandwiches,4,47.73,0,Cash
T0001087,2025-07-06 09:42:35,S1258,I02,Samosa,Snacks,2,15.1,0,Card
T0001088,2025-07-06 14:57:54,S1095,I03,Masala Sandwich,Sandwiches,2,47.41,0,Card
T0001089,2025-07-06 09:09:08,S1127,I02,Samosa,Snacks,2,14.44,0,UPI
T0001090,2025-07-06 12:12:50,S1343,I03,Masala Sandwich,Sandwiches,1,48.91,0,UPI
T0001090,2025-07-06 12:12:50,S1399,I01,Veg Puff,Snacks,2,25.19,25,Cash
T0001091,2025-07-06 12:06:09,S1057,I02,Samosa,Snacks,1,14.52,0,UPI
T0001092,2025-07-06 13:45:21,S1353,I05,Cutting Chai,Beverages,2,9.51,0,Card
T0001093,2025-07-06 13:07:04,S1091,I06,Poha,Breakfast,1,31.16,0,Cash
T0001094,2025-07-06 13:36:19,S1075,I04,Cold Coffee,Beverages,1,60.0,0,Cash
T0001094,2025-07-06 13:36:19,S1220,I06,Poha,Breakfast,1,30.24,0,UPI
T0001095,2025-07-06 08:58:56,S1303,I05,Cutting Chai,Beverages,1,10.26,0,Card
T0001096,2025-07-06 12:38:39,S1069,I05,Cutting Chai,Beverages,4,10.4,0,UPI
T0001097,2025-07-06 09:38:50,S1045,I03,Masala Sandwich,Sandwiches,1,46.94,10,Card
T0001098,2025-07-06 19:35:23,S1107,I01,Veg Puff,Snacks,1,24.22,15,UPI
T0001099,2025-07-06 18:43:00,S1227,I02,Samosa,Snacks,1,14.91,0,UPI
T0001100,2025-07-06 09:11:54,S1116,I04,Cold Coffee,Beverages,1,60.11,25,Card
T0001101,2025-07-06 19:27:51,S1394,I06,Poha,Breakfast,1,30.9,0,Cash
T0001101,2025-07-06 19:27:51,S1247,I04,Cold Coffee,Beverages,2,60.09,0,UPI
T0001102,2025-07-06 13:46:42,S1020,I02,Samosa,Snacks,2,14.01,0,Cash
T0001103,2025-07-06 12:41:04,S1083,I05,Cutting Chai,Beverages,4,9.41,0,Card
T0001103,2025-07-06 12:41:04,S1116,I06,Poha,Breakfast,1,28.79,0,UPI
T0001104,2025-07-06 13:08:52,S1146,I05,Cutting Chai,Beverages,2,9.54,0,Cash
T0001105,2025-07-06 14:26:10,S1073,I01,Veg Puff,Snacks,1,25.11,0,Card
T0001106,2025-07-06 09:24:09,S1302,I06,Poha,Breakfast,3,30.8,5,UPI
T0001107,2025-07-06 12:05:11,S1335,I01,Veg Puff,Snacks,2,25.21,0,Card
T0001108,2025-07-06 18:48:49,S1038,I06,Poha,Breakfast,2,30.68,0,UPI
T0001109,2025-07-06 19:56:06,S1184,I05,Cutting Chai,Beverages,2,10.84,0,UPI
T0001110,2025-07-06 14:30:10,S1052,I01,Veg Puff,Snacks,2,25.03,0,UPI
T0001110,2025-07-06 14:30:10,S1202,I04,Cold Coffee,Beverages,2,59.81,0,Cash
T0001111,2025-07-06 19:53:20,S1134,I03,Masala Sandwich,Sandwiches,1,47.88,0,UPI
T0001112,2025-07-06 17:17:07,S1280,I02,Samosa,Snacks,2,14.7,15,UPI
T0001113,2025-07-06 12:57:29,S1002,I05,Cutting Chai,Beverages,1,9.78,0,Cash
T0001114,2025-07-06 17:36:31,S1273,I02,Samosa,Snacks,2,14.72,0,UPI
T0001114,2025-07-06 17:36:31,S1233,I03,Masala Sandwich,Sandwiches,1,47.92,0,Card
T0001115,2025-07-06 08:33:24,S1156,I01,Veg Puff,Snacks,1,26.56,5,Cash
T0001115,2025-07-06 08:33:24,S1175,I04,Cold Coffee,Beverages,1,60.95,0,Cash
T0001116,2025-07-06 08:32:33,S1180,I01,Veg Puff,Snacks,3,25.7,5,Cash
T0001117,2025-07-06 13:09:06,S1237,I02,Samosa,Snacks,1,14.86,0,UPI
T0001117,2025-07-06 13:09:06,S1041,I01,Veg Puff,Snacks,1,25.56,0,UPI
T0001118,2025-07-06 19:52:38,S1194,I01,Veg Puff,Snacks,1,25.76,0,Cash
T0001119,2025-07-06 12:40:58,S1141,I04,Cold Coffee,Beverages,2,59.49,0,UPI
T0001119,2025-07-06 12:40:58,S1068,I05,Cutting Chai,Beverages,4,9.65,0,UPI
T0001120,2025-07-06 09:59:16,S1158,I01,Veg Puff,Snacks,1,24.78,0,Card
T0001121,2025-07-06 12:53:41,S1098,I03,Masala Sandwich,Sandwiches,3,48.58,10,Cash
T0001122,2025-07-06 12:59:21,S1340,I03,Masala Sandwich,Sandwiches,1,49.23,0,Cash
T0001122,2025-07-06 12:59:21,S1053,I01,Veg Puff,Snacks,2,25.62,0,UPI
T0001123,2025-07-06 12:55:44,S1031,I03,Masala Sandwich,Sandwiches,2,47.08,0,UPI
T0001124,2025-07-06 17:25:54,S1050,I01,Veg Puff,Snacks,2,26.11,0,Cash
T0001125,2025-07-06 09:14:57,S1234,I05,Cutting Chai,Beverages,1,10.58,0,UPI
T0001125,2025-07-06 09:14:57,S1293,I02,Samosa,Snacks,2,14.17,0,Cash
T0001126,2025-07-06 14:32:30,S1030,I01,Veg Puff,Snacks,1,24.8,0,UPI
T0001126,2025-07-06 14:32:30,S1059,I05,Cutting Chai,Beverages,3,9.92,5,Card
T0001127,2025-07-06 13:56:15,S1140,I04,Cold Coffee,Beverages,1,61.3,0,Cash
T0001128,2025-07-06 08:56:26,S1117,I01,Veg Puff,Snacks,1,25.15,0,Card
T0001129,2025-07-06 17:19:05,S1160,I01,Veg Puff,Snacks,1,25.25,0,UPI
T0001129,2025-07-06 17:19:05,S1014,I03,Masala Sandwich,Sandwiches,2,48.72,0,UPI
T0001130,2025-07-06 12:36:10,S1186,I05,Cutting Chai,Beverages,2,9.59,0,Cash
T0001131,2025-07-06 12:29:05,S1061,I03,Masala Sandwich,Sandwiches,3,47.63,15,Card
T0001132,2025-07-06 18:12:13,S1383,I04,Cold Coffee,Beverages,1,59.83,0,UPI
T0001133,2025-07-06 12:39:01,S1252,I03,Masala Sandwich,Sandwiches,1,47.52,0,UPI
T0001134,2025-07-06 12:20:49,S1046,I03,Masala Sandwich,Sandwiches,1,48.74,0,UPI
T0001135,2025-07-06 14:48:08,S1394,I04,Cold Coffee,Beverages,4,59.95,5,Card
T0001135,2025-07-06 14:48:08,S1281,I06,Poha,Breakfast,1,31.01,0,Card
T0001136,2025-07-06 19:23:34,S1203,I01,Veg Puff,Snacks,1,23.67,0,UPI
T0001136,2025-07-06 19:23:34,S1392,I05,Cutting Chai,Beverages,1,9.38,5,UPI
T0001137,2025-07-06 13:48:35,S1367,I04,Cold Coffee,Beverages,1,59.28,15,Card
T0001138,2025-07-06 09:20:17,S1036,I03,Masala Sandwich,Sandwiches,1,47.69,0,Cash
T0001139,2025-07-06 08:46:09,S1158,I06,Poha,Breakfast,2,31.56,0,Card
T0001139,2025-07-06 08:46:09,S1321,I05,Cutting Chai,Beverages,5,10.37,0,Cash
T0001140,2025-07-06 17:58:46,S1385,I06,Poha,Breakfast,2,29.75,0,Cash
T0001141,2025-07-06 14:57:30,S1187,I01,Veg Puff,Snacks,2,26.16,0,Card
T0001142,2025-07-06 08:23:50,S1001,I03,Masala Sandwich,Sandwiches,1,47.86,15,UPI
T0001143,2025-07-06 19:58:34,S1236,I02,Samosa,Snacks,1,14.42,0,Card
T0001143,2025-07-06 19:58:34,S1232,I04,Cold Coffee,Beverages,3,59.97,0,Cash
T0001144,2025-07-06 12:34:35,S1092,I02,Samosa,Snacks,1,15.4,0,Cash
T0001145,2025-07-06 13:15:21,S1027,I03,Masala Sandwich,Sandwiches,1,48.07,0,UPI
T0001146,2025-07-06 12:59:47,S1240,I01,Veg Puff,Snacks,3,24.45,10,Card
T0001147,2025-07-06 19:44:41,S1069,I03,Masala Sandwich,Sandwiches,6,46.98,0,Card
T0001148,2025-07-06 09:52:40,S1042,I05,Cutting Chai,Beverages,2,10.54,0,Card
T0001149,2025-07-06 08:05:04,S1350,I01,Veg Puff,Snacks,2,24.51,0,Cash
T0001149,2025-07-06 08:05:04,S1298,I06,Poha,Breakfast,1,29.5,0,UPI
T0001150,2025-07-06 14:53:03,S1105,I02,Samosa,Snacks,1,14.89,0,Card
T0001151,2025-07-06 08:00:55,S1355,I06,Poha,Breakfast,1,29.97,0,Cash
T0001152,2025-07-06 13:38:43,S1234,I03,Masala Sandwich,Sandwiches,1,47.0,15,Cash
T0001153,2025-07-06 13:16:32,S1269,I03,Masala Sandwich,Sandwiches,1,48.32,0,Cash
T0001153,2025-07-06 13:16:32,S1071,I04,Cold Coffee,Beverages,1,59.5,0,UPI
T0001154,2025-07-06 13:37:08,S1168,I04,Cold Coffee,Beverages,1,59.33,0,Cash
T0001155,2025-07-06 18:50:23,S1381,I04,Cold Coffee,Beverages,2,61.98,0,UPI
T0001156,2025-07-06 08:35:10,S1201,I06,Poha,Breakfast,3,29.74,0,Card
T0001157,2025-07-06 08:18:37,S1025,I06,Poha,Breakfast,4,29.33,5,Cash
T0001157,2025-07-06 08:18:37,S1193,I03,Masala Sandwich,Sandwiches,1,47.27,0,UPI
T0001158,2025-07-06 13:15:43,S1208,I02,Samosa,Snacks,3,14.42,0,UPI
T0001159,2025-07-06 08:58:00,S1338,I01,Veg Puff,Snacks,3,24.11,0,Cash
T0001160,2025-07-06 12:57:05,S1393,I03,Masala Sandwich,Sandwiches,1,48.27,0,UPI
T0001160,2025-07-06 12:57:05,S1140,I01,Veg Puff,Snacks,2,24.65,0,Card
T0001161,2025-07-06 08:17:32,S1170,I06,Poha,Breakfast,1,29.08,0,Card
T0001162,2025-07-06 17:09:31,S1027,I06,Poha,Breakfast,2,29.62,0,Cash
T0001162,2025-07-06 17:09:31,S1313,I01,Veg Puff,Snacks,1,25.55,0,UPI
T0001163,2025-07-06 18:49:56,S1352,I03,Masala Sandwich,Sandwiches,1,48.23,5,UPI
T0001164,2025-07-06 13:30:17,S1000,I02,Samosa,Snacks,1,14.89,0,UPI
