department_id,name,cost_center,created_at
699,Department 0699,CC0699,2022-10-27
700,Department 0700,CC0700,2017-08-08
701,Department 0701,CC0701,2022-05-30
702,Department 0702,CC0702,2017-12-30
703,Department 0703,CC0703,2023-11-17
704,Department 0704,CC0704,2019-08-06
705,Department 0705,CC0705,2025-06-24
706,Department 0706,CC0706,2024-02-27
707,Department 0707,CC0707,2023-03-24
708,Department 0708,CC0708,2022-11-28
709,Department 0709,CC0709,2022-05-30
710,Department 0710,CC0710,2025-01-29
711,Department 0711,CC0711,2019-07-26
712,Department 0712,CC0712,2020-06-25
713,Department 0713,CC0713,2019-03-06
714,Department 0714,CC0714,2016-06-22
715,Department 0715,CC0715,2019-09-30
716,Department 0716,CC0716,2022-09-02
717,Department 0717,CC0717,2019-02-24
718,Department 0718,CC0718,2022-11-27
719,Department 0719,CC0719,2024-09-10
720,Department 0720,CC0720,2025-05-20
721,Department 0721,CC0721,2021-06-12
722,Department 0722,CC0722,2020-09-21
723,Department 0723,CC0723,2015-06-28
724,Department 0724,CC0724,2023-05-30
725,Department 0725,CC0725,2020-07-12
726,Department 0726,CC0726,2018-02-03
727,Department 0727,CC0727,2023-04-18
728,Department 0728,CC0728,2018-08-11
729,Department 0729,CC0729,2021-01-13
730,Department 0730,CC0730,2019-05-25
731,Department 0731,CC0731,2020-10-15
732,Department 0732,CC0732,2019-10-04
733,Department 0733,CC0733,2025-02-21
734,Department 0734,CC0734,2019-09-13
735,Department 0735,CC0735,2024-06-15
736,Department 0736,CC0736,2015-03-05
737,Department 0737,CC0737,2023-10-16
738,Department 0738,CC0738,2018-04-02
739,Department 0739,CC0739,2016-06-15
740,Department 0740,CC0740,2019-02-08
741,Department 0741,CC0741,2021-11-30
742,Department 0742,CC0742,2023-04-24
743,Department 0743,CC0743,2024-06-11
744,Department 0744,CC0744,2019-02-02
745,Department 0745,CC0745,2023-02-06
746,Department 0746,CC0746,2023-05-08
747,Department 0747,CC0747,2022-08-16
748,Department 0748,CC0748,2015-04-18
749,Department 0749,CC0749,2016-08-01
750,Department 0750,CC0750,2020-01-03
751,Department 0751,CC0751,2018-10-08
752,Department 0752,CC0752,2021-11-17
753,Department 0753,CC0753,2019-02-20
754,Department 0754,CC0754,2020-03-17
755,Department 0755,CC0755,2024-11-22
756,Department 0756,CC0756,2021-04-12
757,Department 0757,CC0757,2023-01-19
758,Department 0758,CC0758,2024-06-01
759,Department 0759,CC0759,2024-01-13
760,Department 0760,CC0760,2020-11-06
761,Department 0761,CC0761,2022-03-28
762,Department 0762,CC0762,2024-05-12
763,Department 0763,CC0763,2020-08-17
764,Department 0764,CC0764,2020-12-26
765,Department 0765,CC0765,2022-09-20
766,Department 0766,CC0766,2019-08-11
767,Department 0767,CC0767,2020-03-20
768,Department 0768,CC0768,2019-04-12
769,Department 0769,CC0769,2018-12-03
770,Department 0770,CC0770,2017-01-19
771,Department 0771,CC0771,2018-04-11
772,Department 0772,CC0772,2020-05-14
773,Department 0773,CC0773,2017-01-12
774,Department 0774,CC0774,2024-02-12
775,Department 0775,CC0775,2018-02-24
776,Department 0776,CC0776,2018-04-05
777,Department 0777,CC0777,2018-09-06
778,Department 0778,CC0778,2023-03-28
779,Department 0779,CC0779,2019-09-15
780,Department 0780,CC0780,2025-01-11
781,Department 0781,CC0781,2023-12-04
782,Department 0782,CC0782,2025-02-25
783,Department 0783,CC0783,2019-10-25
784,Department 0784,CC0784,2016-09-16
785,Department 0785,CC0785,2018-04-21
786,Department 0786,CC0786,2020-01-15
787,Department 0787,CC0787,2018-11-14
788,Department 0788,CC0788,2021-02-20
789,Department 0789,CC0789,2018-01-20
790,Department 0790,CC0790,2020-02-22
791,Department 0791,CC0791,2015-03-29
792,Department 0792,CC0792,2024-02-01
793,Department 0793,CC0793,2017-02-25
794,Department 0794,CC0794,2019-09-01
795,Department 0795,CC0795,2015-10-10
796,Department 0796,CC0796,2015-12-05
797,Department 0797,CC0797,2024-05-31
798,Department 0798,CC0798,2019-12-21
799,Department 0799,CC0799,2017-02-23
800,Department 0800,CC0800,2023-05-09
801,Department 0801,CC0801,2016-09-29
802,Department 0802,CC0802,2015-03-18
803,Department 0803,CC0803,2024-10-07
804,Department 0804,CC0804,2019-11-02
805,Department 0805,CC0805,2022-12-26
806,Department 0806,CC0806,2023-02-22
807,Department 0807,CC0807,2022-06-29
808,Department 0808,CC0808,2020-10-18
809,Department 0809,CC0809,2018-02-19
810,Department 0810,CC0810,2015-11-16
811,Department 0811,CC0811,2019-04-18
812,Department 0812,CC0812,2023-02-16
813,Department 0813,CC0813,2016-12-09
814,Department 0814,CC0814,2016-02-11
815,Department 0815,CC0815,2021-10-25
816,Department 0816,CC0816,2023-05-14
817,Department 0817,CC0817,2016-04-05
818,Department 0818,CC0818,2024-10-25
819,Department 0819,CC0819,2015-11-30
820,Department 0820,CC0820,2017-07-31
821,Department 0821,CC0821,2017-07-16
822,Department 0822,CC0822,2024-07-29
823,Department 0823,CC0823,2020-03-02
824,Department 0824,CC0824,2016-06-13
825,Department 0825,CC0825,2019-03-23
826,Department 0826,CC0826,2017-01-06
827,Department 0827,CC0827,2024-06-29
828,Department 0828,CC0828,2022-01-30
829,Department 0829,CC0829,2025-04-25
830,Department 0830,CC0830,2025-02-21
831,Department 0831,CC0831,2025-07-09
832,Department 0832,CC0832,2018-11-03
833,Department 0833,CC0833,2023-11-22
834,Department 0834,CC0834,2021-06-21
835,Department 0835,CC0835,2022-08-31
836,Department 0836,CC0836,2022-07-13
837,Department 0837,CC0837,2020-01-22
838,Department 0838,CC0838,2025-01-04
839,Department 0839,CC0839,2022-04-18
840,Department 0840,CC0840,2020-03-12
841,Department 0841,CC0841,2024-09-03
842,Department 0842,CC0842,2025-07-25
843,Department 0843,CC0843,2016-01-10
844,Department 0844,CC0844,2025-05-16
845,Department 0845,CC0845,2016-09-08
846,Department 0846,CC0846,2018-07-15
847,Department 0847,CC0847,2025-08-22
848,Department 0848,CC0848,2018-08-04
849,Department 0849,CC0849,2019-07-03
850,Department 0850,CC0850,2016-05-19
851,Department 0851,CC0851,2017-09-02
852,Department 0852,CC0852,2019-01-30
853,Department 0853,CC0853,2017-12-16
854,Department 0854,CC0854,2024-05-22
855,Department 0855,CC0855,2016-04-11
856,Department 0856,CC0856,2017-08-30
857,Department 0857,CC0857,2015-01-17
858,Department 0858,CC0858,2021-12-13
859,Department 0859,CC0859,2022-08-31
860,Department 0860,CC0860,2025-02-06
861,Department 0861,CC0861,2022-12-29
862,Department 0862,CC0862,2019-12-15
863,Department 0863,CC0863,2015-07-22
864,Department 0864,CC0864,2018-12-09
865,Department 0865,CC0865,2019-11-26
866,Department 0866,CC0866,2019-10-23
867,Department 0867,CC0867,2022-09-22
868,Department 0868,CC0868,2016-03-18
869,Department 0869,CC0869,2018-12-21
870,Department 0870,CC0870,2019-07-02
871,Department 0871,CC0871,2025-08-19
872,Department 0872,CC0872,2025-01-12
873,Department 0873,CC0873,2018-05-14
874,Department 0874,CC0874,2022-03-26
875,Department 0875,CC0875,2016-12-14
876,Department 0876,CC0876,2024-04-06
877,Department 0877,CC0877,2018-10-28
878,Department 0878,CC0878,2017-07-14
879,Department 0879,CC0879,2019-07-09
880,Department 0880,CC0880,2017-06-02
881,Department 0881,CC0881,2016-03-19
882,Department 0882,CC0882,2016-01-06
883,Department 0883,CC0883,2017-10-28
884,Department 0884,CC0884,2020-03-26
885,Department 0885,CC0885,2025-02-14
886,Department 0886,CC0886,2024-09-06
887,Department 0887,CC0887,2019-11-29
888,Department 0888,CC0888,2022-06-21
889,Department 0889,CC0889,2017-02-11
890,Department 0890,CC0890,2022-12-22
891,Department 0891,CC0891,2020-03-04
892,Department 0892,CC0892,2021-11-06
893,Department 0893,CC0893,2019-08-19
894,Department 0894,CC0894,2023-07-07
895,Department 0895,CC0895,2024-03-09
896,Department 0896,CC0896,2023-05-27
897,Department 0897,CC0897,2022-06-13
898,Department 0898,CC0898,2016-05-14
899,Department 0899,CC0899,2025-03-05
900,Department 0900,CC0900,2015-09-05
901,Department 0901,CC0901,2022-05-08
902,Department 0902,CC0902,2020-06-25
903,Department 0903,CC0903,2025-04-09
904,Department 0904,CC0904,2019-04-05
905,Department 0905,CC0905,2015-06-10
906,Department 0906,CC0906,2016-07-21
907,Department 0907,CC0907,2018-11-23
908,Department 0908,CC0908,2024-10-14
909,Department 0909,CC0909,2024-12-27
910,Department 0910,CC0910,2015-05-09
911,Department 0911,CC0911,2019-08-02
912,Department 0912,CC0912,2024-10-20
913,Department 0913,CC0913,2015-09-07
914,Department 0914,CC0914,2017-12-24
915,Department 0915,CC0915,2023-01-02
916,Department 0916,CC0916,2023-10-30
917,Department 0917,CC0917,2022-07-10
918,Department 0918,CC0918,2019-09-25
919,Department 0919,CC0919,2018-02-01
920,Department 0920,CC0920,2024-12-16
921,Department 0921,CC0921,2022-06-01
922,Department 0922,CC0922,2023-05-14
923,Department 0923,CC0923,2016-07-20
924,Department 0924,CC0924,2022-12-30
925,Department 0925,CC0925,2020-12-02
926,Department 0926,CC0926,2021-12-12
927,Department 0927,CC0927,2020-09-02
928,Department 0928,CC0928,2020-06-17
929,Department 0929,CC0929,2016-10-11
930,Department 0930,CC0930,2017-09-26
931,Department 0931,CC0931,2020-08-11
932,Department 0932,CC0932,2022-01-01
933,Department 0933,CC0933,2023-06-06
934,Department 0934,CC0934,2019-11-26
935,Department 0935,CC0935,2021-10-24
936,Department 0936,CC0936,2024-05-11
937,Department 0937,CC0937,2015-08-17
938,Department 0938,CC0938,2022-09-27
939,Department 0939,CC0939,2016-07-01
940,Department 0940,CC0940,2020-05-08
941,Department 0941,CC0941,2019-04-18
942,Department 0942,CC0942,2020-07-01
943,Department 0943,CC0943,2016-12-21
944,Department 0944,CC0944,2021-11-16
945,Department 0945,CC0945,2023-10-03
946,Department 0946,CC0946,2015-01-08
947,Department 0947,CC0947,2024-03-25
948,Department 0948,CC0948,2022-11-10
949,Department 0949,CC0949,2022-01-11
950,Department 0950,CC0950,2015-12-03
951,Department 0951,CC0951,2018-03-11
952,Department 0952,CC0952,2023-10-27
953,Department 0953,CC0953,2021-02-26
954,Department 0954,CC0954,2025-08-04
955,Department 0955,CC0955,2023-06-25
956,Department 0956,CC0956,2025-08-22
957,Department 0957,CC0957,2022-07-09
958,Department 0958,CC0958,2015-11-17
959,Department 0959,CC0959,2018-06-18
960,Department 0960,CC0960,2019-07-18
961,Department 0961,CC0961,2024-05-05
962,Department 0962,CC0962,2017-03-25
963,Department 0963,CC0963,2019-11-25
964,Department 0964,CC0964,2022-06-15
965,Department 0965,CC0965,2023-03-31
966,Department 0966,CC0966,2017-01-24
967,Department 0967,CC0967,2015-06-29
968,Department 0968,CC0968,2025-05-11
969,Department 0969,CC0969,2019-01-26
970,Department 0970,CC0970,2017-09-11
971,Department 0971,CC0971,2020-04-14
972,Department 0972,CC0972,2024-05-15
973,Department 0973,CC0973,2015-03-26
974,Department 0974,CC0974,2024-05-24
975,Department 0975,CC0975,2021-12-10
976,Department 0976,CC0976,2016-08-02
977,Department 0977,CC0977,2018-10-28
978,Department 0978,CC0978,2016-12-06
979,Department 0979,CC0979,2022-11-07
980,Department 0980,CC0980,2016-12-30
981,Department 0981,CC0981,2017-08-14
982,Department 0982,CC0982,2023-06-24
983,Department 0983,CC0983,2019-12-19
984,Department 0984,CC0984,2023-08-29
985,Department 0985,CC0985,2019-08-27
986,Department 0986,CC0986,2022-01-25
987,Department 0987,CC0987,2023-03-18
988,Department 0988,CC0988,2023-01-13
989,Department 0989,CC0989,2019-02-23
990,Department 0990,CC0990,2022-10-09
991,Department 0991,CC0991,2024-05-18
992,Department 0992,CC0992,2017-06-17
993,Department 0993,CC0993,2021-07-11
994,Department 0994,CC0994,2018-03-30
995,Department 0995,CC0995,2025-03-13
996,Department 0996,CC0996,2023-08-25
997,Department 0997,CC0997,2017-04-28
998,Department 0998,CC0998,2016-03-09
999,Department 0999,CC0999,2019-09-13
1000,Department 1000,CC1000,2022-01-22
