salary_id,employee_id,effective_date,end_date,currency,base_salary,bonus_pct,reason
1800,1101,2023-04-24,,USD,585692,0.1295,HIRE
1801,1102,2018-12-13,2025-01-18,INR,4117197,0.0381,PROMOTION
1802,1102,2025-01-19,,INR,4042556,0.1337,MERIT
1803,1103,2018-06-24,2020-07-15,INR,615411,0.1997,PROMOTION
1804,1103,2020-07-16,,USD,705231,0.1375,ADJUSTMENT
1805,1104,2022-01-25,2024-11-18,USD,883837,0.0143,MERIT
1806,1104,2024-11-19,,USD,845267,0.1907,PROMOTION
1807,1105,2023-02-26,2023-06-26,INR,2221736,0.1954,ADJUSTMENT
1808,1105,2023-06-27,,INR,2521175,0.0404,MERIT
1809,1106,2025-04-07,,USD,2044661,0.0916,MERIT
1810,1107,2024-03-15,,USD,889232,0.168,HIRE
1811,1108,2017-12-13,2019-03-28,INR,3906049,0.0689,HIRE
1812,1108,2019-03-29,,USD,3218189,0.0807,HIRE
1813,1109,2021-07-12,,USD,3615601,0.0121,PROMOTION
1814,1110,2023-01-09,2023-11-02,INR,2365963,0.1595,PROMOTION
1815,1110,2023-11-03,,INR,2822910,0.0036,HIRE
1816,1111,2025-06-09,,INR,811943,0.1099,PROMOTION
1817,1112,2025-05-02,2025-06-30,USD,783772,0.0922,HIRE
1818,1112,2025-07-01,2025-07-18,USD,643674,0.0248,ADJUSTMENT
1819,1112,2025-07-19,,INR,694085,0.0488,PROMOTION
1820,1113,2021-07-11,2021-10-22,USD,6545378,0.0042,MERIT
1821,1113,2021-10-23,2022-12-12,USD,6003399,0.101,MERIT
1822,1113,2022-12-13,,INR,4794703,0.1963,MERIT
1823,1114,2021-09-17,2024-03-07,INR,921643,0.0726,PROMOTION
1824,1114,2024-03-08,2025-07-25,USD,1207180,0.002,MERIT
1825,1114,2025-07-26,,USD,1027726,0.0681,PROMOTION
1826,1115,2025-04-05,,USD,4697435,0.1631,PROMOTION
1827,1116,2021-02-12,2023-10-05,USD,3188455,0.0593,PROMOTION
1828,1116,2023-10-06,,INR,2954934,0.0035,PROMOTION
1829,1117,2023-08-15,,USD,4422802,0.0174,MERIT
1830,1118,2025-03-22,,USD,2111023,0.1141,PROMOTION
1831,1119,2024-09-07,2024-12-22,INR,4291561,0.0473,PROMOTION
1832,1119,2024-12-23,2025-01-10,USD,4486728,0.0592,ADJUSTMENT
1833,1119,2025-01-11,,USD,4163848,0.0007,PROMOTION
1834,1120,2020-11-03,2025-02-11,USD,2223242,0.1931,PROMOTION
1835,1120,2025-02-12,,USD,2731460,0.1348,PROMOTION
1836,1121,2023-01-10,,INR,1837065,0.1664,HIRE
1837,1122,2024-11-07,,INR,1073869,0.0328,HIRE
1838,1123,2025-05-23,2025-06-08,USD,414342,0.0489,HIRE
1839,1123,2025-06-09,2025-07-05,INR,430219,0.1786,PROMOTION
1840,1123,2025-07-06,,USD,417058,0.1782,ADJUSTMENT
1841,1124,2019-09-21,2020-02-16,USD,546138,0.1625,MERIT
1842,1124,2020-02-17,2025-07-01,USD,474288,0.1745,HIRE
1843,1124,2025-07-02,,USD,418930,0.0591,ADJUSTMENT
1844,1125,2022-07-02,2023-02-07,USD,470084,0.1699,PROMOTION
1845,1125,2023-02-08,,USD,592714,0.1818,MERIT
1846,1126,2024-09-16,,INR,2921900,0.1668,ADJUSTMENT
1847,1127,2020-11-11,2024-02-22,USD,3070117,0.0524,HIRE
1848,1127,2024-02-23,,USD,2322551,0.1638,ADJUSTMENT
1849,1128,2025-07-24,2025-07-29,USD,3101984,0.0804,HIRE
1850,1128,2025-07-30,2025-08-02,USD,2412626,0.0766,PROMOTION
1851,1128,2025-08-03,,USD,2314561,0.0232,HIRE
1852,1129,2024-04-30,,USD,1185397,0.1198,MERIT
1853,1130,2025-05-03,,USD,6822972,0.0453,PROMOTION
1854,1131,2025-08-19,,INR,3854216,0.0631,PROMOTION
1855,1132,2025-06-28,,INR,2199390,0.1197,PROMOTION
1856,1133,2025-05-17,,USD,2269205,0.1474,MERIT
1857,1134,2017-06-20,2023-07-28,INR,315966,0.094,ADJUSTMENT
1858,1134,2023-07-29,,USD,414930,0.1367,PROMOTION
1859,1135,2025-05-20,,USD,3247508,0.0656,HIRE
1860,1136,2022-01-07,,USD,1888772,0.1773,HIRE
1861,1137,2018-10-05,2021-03-04,USD,2582077,0.1108,ADJUSTMENT
1862,1137,2021-03-05,,USD,2206219,0.1046,PROMOTION
1863,1138,2021-08-14,2022-05-05,INR,3464826,0.0752,MERIT
1864,1138,2022-05-06,2022-08-31,INR,4345829,0.0261,ADJUSTMENT
1865,1138,2022-09-01,,USD,3432166,0.0999,MERIT
1866,1139,2023-10-27,,USD,1093640,0.1896,ADJUSTMENT
1867,1140,2021-08-08,,INR,5444655,0.1361,HIRE
1868,1141,2020-06-19,2023-05-07,USD,827329,0.1854,MERIT
1869,1141,2023-05-08,2024-11-25,USD,712038,0.0893,HIRE
1870,1141,2024-11-26,,USD,737861,0.0865,PROMOTION
1871,1142,2021-10-01,2024-01-29,INR,3741676,0.0056,MERIT
1872,1142,2024-01-30,,INR,3713441,0.1893,MERIT
1873,1143,2024-11-26,2025-08-06,USD,4258806,0.0679,ADJUSTMENT
1874,1143,2025-08-07,,INR,3546665,0.0525,HIRE
1875,1144,2021-07-31,,INR,426805,0.0603,HIRE
1876,1145,2022-10-01,,USD,2712831,0.0142,MERIT
1877,1146,2022-12-05,,INR,447332,0.0025,MERIT
1878,1147,2023-12-17,2024-02-21,USD,6923594,0.0019,MERIT
1879,1147,2024-02-22,,INR,6118430,0.167,HIRE
1880,1148,2018-03-13,2022-04-21,INR,2743088,0.0771,ADJUSTMENT
1881,1148,2022-04-22,,USD,2889718,0.0615,PROMOTION
1882,1149,2025-08-07,,INR,619055,0.1685,HIRE
1883,1150,2022-10-29,2024-11-21,USD,2099764,0.1056,MERIT
1884,1150,2024-11-22,2025-07-24,INR,2146588,0.011,PROMOTION
1885,1150,2025-07-25,,USD,1478135,0.0777,ADJUSTMENT
1886,1151,2025-05-11,,INR,5003023,0.0007,MERIT
1887,1152,2025-07-13,,USD,3451966,0.1871,HIRE
1888,1153,2019-08-27,2022-01-05,INR,1157494,0.1836,PROMOTION
1889,1153,2022-01-06,,USD,1347391,0.1991,ADJUSTMENT
1890,1154,2023-04-15,,USD,534607,0.1699,MERIT
1891,1155,2025-01-16,,INR,450508,0.0133,MERIT
1892,1156,2019-05-13,2024-09-26,INR,1069162,0.0563,PROMOTION
1893,1156,2024-09-27,,USD,1068326,0.1833,HIRE
1894,1157,2024-05-06,,INR,4047604,0.1923,PROMOTION
1895,1158,2019-06-26,,USD,6250347,0.1586,ADJUSTMENT
1896,1159,2020-10-30,2021-11-20,USD,2933397,0.0804,MERIT
1897,1159,2021-11-21,,USD,2414261,0.0717,MERIT
1898,1160,2023-10-14,2024-06-23,INR,1315378,0.1235,ADJUSTMENT
1899,1160,2024-06-24,,INR,1339558,0.1947,MERIT
1900,1161,2022-01-11,,USD,3714793,0.1259,ADJUSTMENT
1901,1162,2021-11-04,2024-05-26,USD,1431719,0.1458,HIRE
1902,1162,2024-05-27,,INR,1663400,0.0068,MERIT
1903,1163,2021-09-25,,USD,4883908,0.0354,PROMOTION
1904,1164,2022-10-25,,INR,678564,0.0389,PROMOTION
1905,1165,2018-01-08,2023-11-09,INR,4541460,0.1969,ADJUSTMENT
1906,1165,2023-11-10,2024-01-16,USD,6042370,0.164,MERIT
1907,1165,2024-01-17,,USD,4506513,0.1008,ADJUSTMENT
1908,1166,2024-02-02,2024-08-12,INR,1513617,0.0505,ADJUSTMENT
1909,1166,2024-08-13,,USD,2038686,0.0655,MERIT
1910,1167,2017-09-06,2023-08-08,INR,743287,0.003,ADJUSTMENT
1911,1167,2023-08-09,2024-10-30,INR,764744,0.0872,PROMOTION
1912,1167,2024-10-31,,USD,668347,0.182,MERIT
1913,1168,2023-04-02,,USD,576019,0.0813,HIRE
1914,1169,2023-12-03,2024-07-31,INR,1711455,0.0816,HIRE
1915,1169,2024-08-01,2024-11-06,INR,2000280,0.1345,MERIT
1916,1169,2024-11-07,,INR,1570441,0.036,HIRE
1917,1170,2021-12-22,,USD,2359537,0.1007,ADJUSTMENT
1918,1171,2017-11-15,,INR,3734395,0.1957,MERIT
1919,1172,2025-03-20,,USD,6923995,0.0088,MERIT
1920,1173,2021-09-02,2024-10-18,INR,682365,0.0584,PROMOTION
1921,1173,2024-10-19,,INR,788544,0.1318,MERIT
1922,1174,2021-02-11,2021-03-06,USD,6474171,0.1266,ADJUSTMENT
1923,1174,2021-03-07,,USD,5820239,0.0467,PROMOTION
1924,1175,2023-05-14,,USD,579649,0.0798,MERIT
1925,1176,2018-04-17,2018-07-13,USD,2408768,0.0029,ADJUSTMENT
1926,1176,2018-07-14,,USD,2490635,0.0865,PROMOTION
1927,1177,2024-01-28,,USD,305058,0.1036,MERIT
1928,1178,2024-04-25,,INR,1625981,0.1799,PROMOTION
1929,1179,2022-01-18,2022-10-24,INR,2567222,0.1024,ADJUSTMENT
1930,1179,2022-10-25,,USD,2371951,0.0094,PROMOTION
1931,1180,2025-08-18,,INR,1678673,0.0563,ADJUSTMENT
1932,1181,2024-07-14,2025-01-10,USD,6362309,0.118,MERIT
1933,1181,2025-01-11,,INR,6692923,0.1042,ADJUSTMENT
1934,1182,2024-03-01,2025-03-29,USD,2567613,0.143,MERIT
1935,1182,2025-03-30,,INR,2859619,0.1454,PROMOTION
1936,1183,2022-06-21,2025-02-11,USD,6458743,0.1914,PROMOTION
1937,1183,2025-02-12,,INR,5697704,0.118,MERIT
1938,1184,2021-11-26,2024-10-13,USD,1633348,0.1653,PROMOTION
1939,1184,2024-10-14,,INR,1945513,0.0432,HIRE
1940,1185,2021-03-21,2022-06-29,INR,2451774,0.158,HIRE
1941,1185,2022-06-30,2022-11-12,USD,2695407,0.0081,ADJUSTMENT
1942,1185,2022-11-13,,INR,2544714,0.137,PROMOTION
1943,1186,2018-07-11,,INR,1085318,0.0373,PROMOTION
1944,1187,2023-03-08,2025-05-21,INR,767529,0.0518,MERIT
1945,1187,2025-05-22,,INR,795246,0.1146,HIRE
1946,1188,2021-05-25,2024-01-02,USD,1094423,0.1041,PROMOTION
1947,1188,2024-01-03,,USD,932759,0.1867,HIRE
1948,1189,2024-07-21,,INR,5150250,0.1324,ADJUSTMENT
1949,1190,2024-11-24,2025-08-14,INR,3238882,0.0802,MERIT
1950,1190,2025-08-15,,INR,3735032,0.0356,PROMOTION
1951,1191,2025-01-03,,INR,581667,0.068,ADJUSTMENT
1952,1192,2021-04-03,2021-11-28,INR,5338041,0.1103,ADJUSTMENT
1953,1192,2021-11-29,,USD,5650578,0.0427,HIRE
1954,1193,2021-08-06,,INR,3344573,0.1353,MERIT
1955,1194,2025-07-30,,USD,2282037,0.176,ADJUSTMENT
1956,1195,2022-07-13,2024-04-20,USD,6223368,0.0203,PROMOTION
1957,1195,2024-04-21,,INR,5995105,0.0822,MERIT
1958,1196,2024-05-06,2024-11-13,INR,536875,0.1836,HIRE
1959,1196,2024-11-14,,INR,574780,0.097,HIRE
1960,1197,2022-07-27,,INR,6936399,0.0395,HIRE
1961,1198,2020-10-17,,INR,1361988,0.1573,MERIT
1962,1199,2021-11-30,,USD,876907,0.192,HIRE
1963,1200,2021-03-12,,USD,5933356,0.1838,ADJUSTMENT
1964,1201,2020-03-05,2022-09-15,INR,5171016,0.1814,ADJUSTMENT
1965,1201,2022-09-16,2023-11-09,USD,5664272,0.0238,MERIT
1966,1201,2023-11-10,,INR,6219707,0.1231,MERIT
1967,1202,2024-06-06,2025-04-12,USD,971163,0.1471,ADJUSTMENT
1968,1202,2025-04-13,,USD,1340242,0.0223,HIRE
1969,1203,2020-09-08,2021-07-14,USD,4591659,0.0261,HIRE
1970,1203,2021-07-15,,INR,5332199,0.111,ADJUSTMENT
1971,1204,2025-02-03,,INR,5436757,0.0611,PROMOTION
1972,1205,2020-09-27,2022-12-08,INR,4301378,0.0599,PROMOTION
1973,1205,2022-12-09,,USD,4400669,0.0358,ADJUSTMENT
1974,1206,2024-02-20,,USD,730043,0.0632,ADJUSTMENT
1975,1207,2018-05-03,,USD,2175543,0.1998,MERIT
1976,1208,2020-10-23,2025-06-03,USD,3016346,0.197,MERIT
1977,1208,2025-06-04,,INR,2688425,0.0376,MERIT
1978,1209,2020-01-13,2023-01-21,INR,2720450,0.1201,PROMOTION
1979,1209,2023-01-22,2024-08-04,USD,2486549,0.1141,HIRE
1980,1209,2024-08-05,,INR,2223896,0.0593,ADJUSTMENT
1981,1210,2025-02-19,,INR,471514,0.0256,PROMOTION
1982,1211,2024-12-20,,USD,1308562,0.0514,PROMOTION
1983,1212,2021-04-09,2024-09-04,USD,1463432,0.0335,PROMOTION
1984,1212,2024-09-05,,INR,1939992,0.1021,HIRE
1985,1213,2023-09-15,,INR,3689671,0.1979,ADJUSTMENT
1986,1214,2016-05-29,2017-11-16,INR,3071535,0.0706,MERIT
1987,1214,2017-11-17,2021-08-17,USD,2490428,0.0922,MERIT
1988,1214,2021-08-18,,INR,2923165,0.1836,ADJUSTMENT
1989,1215,2022-08-22,,USD,2567083,0.0829,ADJUSTMENT
1990,1216,2019-09-30,2020-11-24,USD,891372,0.088,HIRE
1991,1216,2020-11-25,,INR,769792,0.183,PROMOTION
1992,1217,2024-10-05,2025-01-04,USD,5084104,0.1015,MERIT
1993,1217,2025-01-05,2025-08-20,USD,6438066,0.0906,PROMOTION
1994,1217,2025-08-21,,INR,5647331,0.1951,ADJUSTMENT
1995,1218,2018-10-18,2025-05-08,USD,3053719,0.1393,ADJUSTMENT
1996,1218,2025-05-09,,INR,2888122,0.1436,ADJUSTMENT
1997,1219,2024-09-05,2025-03-04,USD,2041376,0.1832,HIRE
1998,1219,2025-03-05,,USD,1839884,0.1577,ADJUSTMENT
1999,1220,2025-05-03,,INR,1133248,0.0535,ADJUSTMENT
2000,1221,2021-08-01,,USD,4697587,0.1716,MERIT
2001,1222,2018-10-18,2019-02-16,INR,1029179,0.0974,HIRE
2002,1222,2019-02-17,,USD,922279,0.1311,ADJUSTMENT
2003,1223,2017-03-29,2017-07-10,INR,1350600,0.1843,ADJUSTMENT
2004,1223,2017-07-11,,INR,1363122,0.0605,MERIT
2005,1224,2020-03-04,2020-11-30,USD,4023408,0.0347,ADJUSTMENT
2006,1224,2020-12-01,,INR,3779964,0.1298,MERIT
2007,1225,2018-08-01,2021-05-18,INR,3199513,0.1943,ADJUSTMENT
2008,1225,2021-05-19,2024-09-21,INR,2947585,0.1766,MERIT
2009,1225,2024-09-22,,INR,2602945,0.1176,MERIT
2010,1226,2024-07-28,,INR,3191794,0.0464,MERIT
2011,1227,2021-02-14,2023-04-25,USD,5592850,0.0062,ADJUSTMENT
2012,1227,2023-04-26,2025-01-24,INR,6986557,0.0219,HIRE
2013,1227,2025-01-25,,INR,4799193,0.0781,PROMOTION
2014,1228,2025-07-27,,INR,2391858,0.0698,MERIT
2015,1229,2019-10-30,2021-12-08,USD,2646619,0.1837,MERIT
2016,1229,2021-12-09,,USD,2531274,0.1239,HIRE
2017,1230,2021-11-08,2022-02-25,INR,2923776,0.0427,HIRE
2018,1230,2022-02-26,,USD,2348581,0.1524,MERIT
2019,1231,2022-03-03,2022-07-11,USD,1059819,0.0185,MERIT
2020,1231,2022-07-12,,USD,924774,0.1845,PROMOTION
2021,1232,2019-12-23,2022-08-07,USD,3832177,0.0704,MERIT
2022,1232,2022-08-08,,USD,4474218,0.1842,ADJUSTMENT
2023,1233,2023-01-30,2024-12-06,INR,538964,0.0316,PROMOTION
2024,1233,2024-12-07,2025-07-16,INR,383226,0.021,ADJUSTMENT
2025,1233,2025-07-17,,INR,441592,0.1102,ADJUSTMENT
2026,1234,2025-04-14,,INR,506539,0.183,HIRE
2027,1235,2023-10-01,,USD,2950861,0.0608,ADJUSTMENT
2028,1236,2024-06-10,2025-03-13,USD,369071,0.0429,MERIT
2029,1236,2025-03-14,,INR,570827,0.1698,PROMOTION
2030,1237,2019-01-09,,USD,693695,0.1139,ADJUSTMENT
2031,1238,2021-10-08,2022-02-17,INR,3690969,0.1183,HIRE
2032,1238,2022-02-18,,USD,4043981,0.1274,MERIT
2033,1239,2019-03-08,,INR,4650327,0.0193,MERIT
2034,1240,2023-04-29,2023-12-21,INR,1507535,0.0969,HIRE
2035,1240,2023-12-22,2024-06-30,USD,1588864,0.1991,ADJUSTMENT
2036,1240,2024-07-01,,INR,2151159,0.1327,HIRE
2037,1241,2024-02-19,,USD,1843551,0.0784,ADJUSTMENT
2038,1242,2018-07-08,2023-08-03,INR,6762842,0.076,MERIT
2039,1242,2023-08-04,,USD,5494235,0.0013,MERIT
2040,1243,2023-01-17,,USD,1233607,0.1554,PROMOTION
2041,1244,2023-11-09,2024-06-20,USD,6460606,0.0667,PROMOTION
2042,1244,2024-06-21,2025-06-20,INR,5522856,0.0121,PROMOTION
2043,1244,2025-06-21,,USD,6083820,0.1993,ADJUSTMENT
2044,1245,2021-06-09,2021-12-04,USD,611877,0.1977,HIRE
2045,1245,2021-12-05,2024-07-23,USD,841838,0.1947,PROMOTION
2046,1245,2024-07-24,,INR,732250,0.1112,HIRE
2047,1246,2020-05-11,,INR,3925392,0.1116,PROMOTION
2048,1247,2021-11-24,,USD,797036,0.015,HIRE
2049,1248,2024-08-14,,USD,4427816,0.1496,ADJUSTMENT
2050,1249,2025-05-11,,INR,1951755,0.1179,MERIT
2051,1250,2019-05-28,2020-09-07,USD,1383392,0.0081,ADJUSTMENT
2052,1250,2020-09-08,,USD,1324226,0.17,ADJUSTMENT
2053,1251,2022-09-22,2025-05-30,USD,519088,0.0979,HIRE
2054,1251,2025-05-31,,USD,546892,0.1268,MERIT
2055,1252,2023-03-01,,USD,808093,0.0694,ADJUSTMENT
2056,1253,2022-05-11,2024-06-04,INR,713863,0.1719,PROMOTION
2057,1253,2024-06-05,,INR,822984,0.0393,HIRE
2058,1254,2025-08-06,,INR,4411389,0.0328,ADJUSTMENT
2059,1255,2024-11-02,,INR,1110023,0.0856,MERIT
2060,1256,2019-09-23,2024-02-29,USD,2980245,0.1184,PROMOTION
2061,1256,2024-03-01,,INR,2923566,0.0058,MERIT
2062,1257,2021-02-04,2025-07-09,INR,1541312,0.0624,MERIT
2063,1257,2025-07-10,,INR,1584729,0.0693,MERIT
2064,1258,2024-11-12,,USD,1221172,0.1052,ADJUSTMENT
2065,1259,2024-02-29,,USD,1774584,0.0394,MERIT
2066,1260,2023-11-27,2023-12-27,INR,1062693,0.044,PROMOTION
2067,1260,2023-12-28,2024-05-23,INR,1112806,0.0082,HIRE
2068,1260,2024-05-24,,INR,1344284,0.1836,MERIT
2069,1261,2018-10-18,2023-05-07,INR,2147488,0.0153,MERIT
2070,1261,2023-05-08,2024-02-09,INR,1469844,0.0528,MERIT
2071,1261,2024-02-10,,USD,1680134,0.0255,HIRE
2072,1262,2025-03-05,,USD,6506567,0.0546,MERIT
2073,1263,2022-04-08,2023-07-18,INR,2234432,0.1837,HIRE
2074,1263,2023-07-19,2025-02-23,INR,2807768,0.1448,HIRE
2075,1263,2025-02-24,,USD,2704448,0.1021,PROMOTION
2076,1264,2018-03-03,2018-07-05,USD,2223249,0.14,HIRE
2077,1264,2018-07-06,,INR,3026280,0.1451,PROMOTION
2078,1265,2016-09-26,,INR,1388161,0.1811,ADJUSTMENT
2079,1266,2017-04-08,2021-11-19,INR,3713863,0.1604,MERIT
2080,1266,2021-11-20,,INR,3965734,0.0493,HIRE
2081,1267,2025-05-16,,INR,685274,0.1909,ADJUSTMENT
2082,1268,2022-09-08,2022-09-29,INR,682757,0.0222,HIRE
2083,1268,2022-09-30,2024-11-03,USD,714431,0.1076,HIRE
2084,1268,2024-11-04,,USD,695418,0.0819,HIRE
2085,1269,2019-08-01,2025-03-01,USD,1831557,0.0479,HIRE
2086,1269,2025-03-02,,INR,1774056,0.1752,ADJUSTMENT
2087,1270,2022-11-07,2025-06-30,USD,484232,0.1235,HIRE
2088,1270,2025-07-01,,USD,354959,0.0459,MERIT
2089,1271,2023-09-02,2023-12-02,INR,541524,0.1517,HIRE
2090,1271,2023-12-03,2025-02-06,USD,465196,0.0712,ADJUSTMENT
2091,1271,2025-02-07,,INR,575621,0.0754,PROMOTION
2092,1272,2022-10-16,2025-05-19,USD,1821961,0.0661,HIRE
2093,1272,2025-05-20,,INR,1836272,0.07,ADJUSTMENT
2094,1273,2015-06-25,,USD,2074899,0.0722,ADJUSTMENT
2095,1274,2018-01-09,2023-02-26,INR,2258348,0.1623,ADJUSTMENT
2096,1274,2023-02-27,2023-08-22,INR,3145511,0.057,HIRE
2097,1274,2023-08-23,,INR,2220964,0.0414,PROMOTION
2098,1275,2025-07-05,,INR,4317175,0.0131,ADJUSTMENT
2099,1276,2022-09-30,2024-09-09,USD,566987,0.1838,ADJUSTMENT
2100,1276,2024-09-10,,INR,318629,0.1041,MERIT
2101,1277,2023-05-18,,USD,5286689,0.1493,PROMOTION
2102,1278,2020-11-14,2022-03-23,USD,5092443,0.1181,PROMOTION
2103,1278,2022-03-24,2022-07-27,USD,6363235,0.0336,ADJUSTMENT
2104,1278,2022-07-28,,INR,5535156,0.0433,PROMOTION
2105,1279,2024-03-31,,INR,814373,0.0456,MERIT
2106,1280,2025-03-30,,USD,3149297,0.0638,PROMOTION
2107,1281,2022-07-08,2023-12-08,INR,738645,0.0942,ADJUSTMENT
2108,1281,2023-12-09,2024-10-25,INR,657063,0.1067,ADJUSTMENT
2109,1281,2024-10-26,,INR,875200,0.0785,HIRE
2110,1282,2019-10-08,,INR,2442501,0.1936,ADJUSTMENT
2111,1283,2020-06-01,2024-06-10,USD,797531,0.1571,MERIT
2112,1283,2024-06-11,,INR,617530,0.0115,ADJUSTMENT
2113,1284,2017-11-26,2020-12-10,USD,314592,0.1583,HIRE
2114,1284,2020-12-11,2024-12-07,USD,583262,0.1267,HIRE
2115,1284,2024-12-08,,USD,422491,0.0768,ADJUSTMENT
2116,1285,2016-08-14,,USD,755070,0.0053,MERIT
2117,1286,2019-05-02,2022-12-15,USD,2397609,0.1276,PROMOTION
2118,1286,2022-12-16,,INR,2641926,0.0022,HIRE
2119,1287,2021-01-06,2021-10-27,INR,1105155,0.1358,HIRE
2120,1287,2021-10-28,,USD,1123894,0.0273,ADJUSTMENT
2121,1288,2021-07-16,2024-04-07,INR,1425736,0.1692,PROMOTION
2122,1288,2024-04-08,,INR,2047899,0.0389,HIRE
2123,1289,2024-02-05,,INR,3628623,0.1696,ADJUSTMENT
2124,1290,2025-06-01,,USD,2728233,0.1482,PROMOTION
2125,1291,2024-04-23,,INR,5121117,0.09,PROMOTION
2126,1292,2020-08-13,2023-09-30,USD,1356457,0.0716,MERIT
2127,1292,2023-10-01,,USD,949544,0.1932,HIRE
2128,1293,2023-02-03,,INR,4358421,0.0298,MERIT
2129,1294,2017-03-15,2018-03-30,INR,2344458,0.196,HIRE
2130,1294,2018-03-31,,USD,3007110,0.0809,MERIT
2131,1295,2025-01-28,,USD,4090826,0.1145,ADJUSTMENT
2132,1296,2022-05-19,,INR,2930013,0.1011,ADJUSTMENT
2133,1297,2016-08-08,,INR,730867,0.1191,MERIT
2134,1298,2025-05-20,,USD,3002709,0.1287,PROMOTION
2135,1299,2019-02-16,2025-02-09,INR,1495555,0.0693,HIRE
2136,1299,2025-02-10,,INR,2101244,0.1993,HIRE
2137,1300,2019-04-08,2024-08-12,INR,2196766,0.066,ADJUSTMENT
2138,1300,2024-08-13,,INR,2125128,0.0118,MERIT
2139,1301,2024-08-09,2024-08-20,INR,445184,0.0819,HIRE
2140,1301,2024-08-21,,INR,541038,0.1668,HIRE
2141,1302,2024-05-28,,INR,4830636,0.0711,HIRE
2142,1303,2021-03-28,2021-11-26,INR,482828,0.1606,ADJUSTMENT
2143,1303,2021-11-27,2023-07-30,INR,550799,0.1784,PROMOTION
2144,1303,2023-07-31,,INR,535233,0.1913,PROMOTION
2145,1304,2022-10-29,2023-02-08,USD,1449141,0.1773,PROMOTION
2146,1304,2023-02-09,2023-04-01,USD,1874866,0.192,HIRE
2147,1304,2023-04-02,,USD,1762032,0.0977,ADJUSTMENT
2148,1305,2024-10-01,,INR,3607481,0.1164,MERIT
2149,1306,2016-06-05,2023-11-23,USD,4188953,0.0404,HIRE
2150,1306,2023-11-24,,INR,3807995,0.1461,ADJUSTMENT
2151,1307,2021-05-25,,INR,1755935,0.0211,MERIT
2152,1308,2022-07-14,2022-08-13,INR,457511,0.0918,MERIT
2153,1308,2022-08-14,2024-06-19,INR,378653,0.184,ADJUSTMENT
2154,1308,2024-06-20,,INR,585955,0.1559,MERIT
2155,1309,2025-01-16,,USD,442276,0.1362,HIRE
2156,1310,2020-10-11,,INR,6284096,0.1066,ADJUSTMENT
2157,1311,2024-12-30,,INR,2279336,0.0247,PROMOTION
2158,1312,2025-06-05,2025-06-11,USD,2535604,0.0361,ADJUSTMENT
2159,1312,2025-06-12,,INR,2891840,0.0805,PROMOTION
2160,1313,2024-05-12,,USD,3058911,0.0732,PROMOTION
2161,1314,2018-07-26,,INR,2844536,0.043,ADJUSTMENT
2162,1315,2025-04-18,,INR,427291,0.0726,ADJUSTMENT
2163,1316,2024-11-23,2024-12-23,INR,1639517,0.1105,ADJUSTMENT
2164,1316,2024-12-24,2025-07-22,USD,1911946,0.0602,PROMOTION
2165,1316,2025-07-23,,USD,1779357,0.1734,MERIT
2166,1317,2023-05-19,,INR,2895478,0.1242,MERIT
2167,1318,2025-01-30,2025-03-28,INR,840802,0.1742,HIRE
2168,1318,2025-03-29,,INR,836249,0.1003,ADJUSTMENT
2169,1319,2024-10-09,,INR,3432321,0.0033,HIRE
2170,1320,2024-03-23,2025-06-05,INR,2157370,0.0055,MERIT
2171,1320,2025-06-06,,INR,1725438,0.1039,PROMOTION
2172,1321,2020-03-30,2022-12-08,INR,748373,0.0411,ADJUSTMENT
2173,1321,2022-12-09,,USD,683743,0.0981,MERIT
2174,1322,2022-02-07,2023-01-10,USD,6880577,0.0731,ADJUSTMENT
2175,1322,2023-01-11,2023-07-15,USD,5689045,0.1983,ADJUSTMENT
2176,1322,2023-07-16,,INR,5151354,0.184,MERIT
2177,1323,2018-04-26,2024-11-14,INR,745812,0.077,PROMOTION
2178,1323,2024-11-15,2025-03-29,USD,692991,0.1292,MERIT
2179,1323,2025-03-30,,USD,663956,0.1663,PROMOTION
2180,1324,2025-05-30,,INR,1648222,0.117,PROMOTION
2181,1325,2021-03-13,2022-07-09,INR,3264543,0.0882,HIRE
2182,1325,2022-07-10,2024-03-16,USD,3922249,0.1074,ADJUSTMENT
2183,1325,2024-03-17,,INR,3550949,0.049,ADJUSTMENT
2184,1326,2021-02-19,2023-09-13,USD,890297,0.0396,MERIT
2185,1326,2023-09-14,,INR,765294,0.1403,PROMOTION
2186,1327,2017-05-16,2022-08-31,USD,2153101,0.1168,PROMOTION
2187,1327,2022-09-01,,INR,1620527,0.1652,HIRE
2188,1328,2024-05-20,,INR,1320517,0.1451,ADJUSTMENT
2189,1329,2023-07-09,,INR,1111325,0.1502,MERIT
2190,1330,2025-07-17,2025-08-07,INR,3864534,0.0059,ADJUSTMENT
2191,1330,2025-08-08,,INR,3847744,0.0009,ADJUSTMENT
2192,1331,2024-09-03,,USD,310985,0.0255,ADJUSTMENT
2193,1332,2025-01-03,,USD,923009,0.0564,PROMOTION
2194,1333,2022-07-14,2024-12-24,INR,2955301,0.0952,MERIT
2195,1333,2024-12-25,,USD,2261229,0.1967,HIRE
2196,1334,2024-04-08,,INR,3580766,0.133,PROMOTION
2197,1335,2018-05-15,,USD,3321705,0.1914,ADJUSTMENT
2198,1336,2024-05-27,,INR,2393564,0.1757,ADJUSTMENT
