employee_id,project_id,assigned_date,allocation_pct
973,488,2021-10-01,55
973,905,2022-01-19,90
974,115,2022-12-14,10
974,750,2025-03-30,50
974,568,2022-05-01,10
975,808,2024-03-01,50
975,836,2025-05-05,10
978,199,2021-11-28,75
979,721,2020-12-26,100
979,969,2019-06-10,35
981,618,2025-05-13,5
981,420,2025-08-01,40
982,179,2025-05-24,5
983,509,2021-08-03,5
984,45,2022-01-10,65
984,555,2024-01-02,50
984,408,2020-02-04,70
985,724,2024-07-31,45
986,687,2022-07-16,85
986,765,2019-09-19,55
987,900,2025-06-30,20
988,110,2016-10-13,5
988,702,2022-05-03,90
989,586,2019-10-11,20
989,738,2019-01-25,55
990,844,2024-07-27,85
990,253,2023-07-22,5
990,49,2023-01-12,65
992,336,2024-07-23,80
994,219,2016-11-12,75
995,853,2020-05-10,85
996,318,2024-09-27,55
996,677,2025-04-02,30
997,123,2022-11-23,75
997,245,2018-05-09,45
998,888,2017-12-05,55
998,187,2024-12-11,80
998,382,2016-06-01,100
999,534,2024-03-10,25
999,453,2024-05-14,55
1000,126,2021-02-27,10
1001,742,2022-01-02,60
1003,142,2022-01-24,50
1003,837,2023-06-29,35
1004,352,2023-09-13,5
1004,734,2022-07-15,40
1004,943,2025-06-17,95
1005,55,2020-09-10,65
1006,345,2023-11-24,90
1006,443,2025-02-27,80
1007,406,2020-12-13,5
1009,877,2022-06-27,75
1010,727,2023-05-31,65
1010,180,2022-07-31,95
1010,449,2023-07-27,55
1011,597,2020-05-02,30
1011,551,2017-03-27,70
1011,314,2025-08-09,95
1013,544,2020-01-24,5
1014,549,2024-02-16,35
1014,666,2024-01-07,50
1014,493,2021-12-01,100
1017,151,2017-06-25,95
1017,92,2025-04-18,20
1020,732,2025-06-22,80
1020,662,2025-01-03,75
1020,793,2024-11-19,95
1024,270,2022-07-29,20
1025,712,2023-02-25,45
1026,475,2025-03-15,65
1027,485,2024-11-23,95
1027,166,2018-05-01,55
1028,523,2024-08-06,25
1029,623,2023-04-02,50
1029,929,2025-05-01,70
1030,744,2021-02-17,60
1031,418,2023-05-10,80
1031,467,2023-11-10,5
1032,138,2025-08-06,45
1033,192,2022-10-31,70
1034,483,2024-10-16,10
1035,214,2022-08-19,15
1036,763,2020-05-02,30
1037,191,2023-05-30,15
1038,343,2024-02-16,20
1038,352,2019-07-31,50
1039,508,2021-10-22,75
1040,445,2021-06-06,15
1041,489,2025-02-13,100
1041,9,2025-07-10,35
1041,492,2025-07-19,70
1043,138,2025-08-03,95
1044,866,2022-11-18,75
1044,248,2017-03-08,40
1044,402,2021-05-22,10
1045,378,2020-10-15,25
1046,965,2023-07-01,90
1047,192,2025-06-06,40
1048,611,2023-03-07,95
1049,686,2021-01-16,15
1049,537,2020-07-02,100
1050,989,2017-12-08,70
1050,805,2024-08-13,50
1052,813,2024-06-14,10
1052,121,2024-06-04,20
1053,119,2023-03-19,70
1054,989,2024-05-28,70
1054,30,2024-09-08,50
1055,534,2020-09-21,40
1055,415,2022-06-26,25
1057,799,2024-12-18,30
1058,902,2021-10-11,40
1058,585,2019-08-01,80
1058,14,2017-10-14,85
1060,813,2022-11-28,65
1060,188,2018-09-15,30
1060,626,2018-08-10,40
1061,774,2019-09-06,50
1061,615,2018-07-17,40
1062,217,2025-06-12,65
1062,45,2025-08-20,25
1064,60,2025-03-07,30
1064,916,2022-08-09,15
1066,698,2016-04-19,85
1066,929,2022-10-09,100
1066,559,2017-04-30,100
1070,198,2025-03-28,10
1070,767,2025-08-24,25
1070,390,2025-01-31,10
1071,349,2025-08-16,100
1077,91,2025-07-21,65
1077,996,2025-08-07,55
1078,244,2024-09-11,25
1079,701,2024-07-11,85
1080,521,2019-01-07,30
1080,374,2022-09-22,75
1080,406,2025-06-29,50
1081,92,2021-08-11,65
1082,447,2019-04-23,55
1082,442,2022-02-12,45
1084,117,2019-04-16,90
1084,485,2017-12-10,15
1086,89,2024-06-26,95
1086,598,2025-04-24,35
1087,941,2025-03-13,35
1088,172,2024-09-08,40
1088,882,2018-05-17,55
1088,674,2019-03-07,10
1089,3,2024-12-18,45
1090,206,2021-11-20,40
1091,677,2019-06-22,10
1091,114,2018-02-25,50
1092,478,2024-12-01,50
1092,785,2024-08-16,65
1092,234,2024-01-11,60
1093,631,2020-08-18,5
1093,461,2019-04-10,55
1093,681,2019-02-14,80
1094,304,2022-11-22,60
1095,514,2025-07-02,60
1096,372,2021-04-28,5
1096,842,2020-10-04,55
1097,45,2023-08-04,50
1098,358,2017-04-26,65
1100,684,2025-04-11,70
1101,442,2021-12-23,45
1102,669,2016-08-08,65
1103,854,2020-07-17,15
1103,135,2019-11-04,60
1104,758,2021-07-02,100
1106,290,2025-06-20,90
1106,960,2024-10-11,30
1106,875,2023-09-06,25
1108,505,2019-03-10,90
1108,36,2020-12-02,70
1110,398,2024-12-25,35
1112,335,2025-06-15,100
1113,324,2020-01-17,95
1113,922,2021-01-14,50
1115,763,2024-11-01,15
1116,266,2023-08-26,15
1117,191,2023-09-12,15
1121,317,2021-09-25,5
1121,98,2020-09-22,30
1121,311,2020-04-27,20
1122,902,2025-08-04,20
1124,705,2020-09-11,60
1127,117,2023-12-28,95
1128,779,2025-08-05,85
1129,837,2024-03-14,85
1132,978,2025-01-08,20
1134,885,2023-04-11,75
1134,451,2019-08-10,80
1137,528,2022-02-12,55
1139,193,2024-07-26,15
1140,518,2022-04-12,65
1141,188,2023-02-20,70
1141,45,2024-02-18,35
1142,483,2019-12-20,55
1142,475,2020-04-09,25
1143,607,2025-05-15,30
1143,592,2024-10-31,70
1144,324,2023-02-16,90
1144,514,2021-08-17,65
1145,415,2018-09-15,40
1147,855,2023-02-21,25
1148,27,2017-01-09,25
1151,739,2025-07-05,10
1153,464,2023-12-11,40
1153,520,2025-08-24,90
1154,39,2021-01-05,50
1154,157,2022-11-19,5
1155,698,2020-02-09,5
1156,159,2017-12-08,50
1157,861,2023-12-04,60
1158,588,2023-08-05,90
1158,19,2025-03-13,90
1161,789,2025-06-12,70
1163,512,2025-04-30,25
1164,63,2023-02-26,80
1165,872,2019-08-18,20
1165,605,2024-03-09,75
1166,265,2023-01-28,60
1166,844,2022-01-28,95
1169,992,2023-06-09,50
1171,284,2025-01-03,60
1171,70,2023-01-02,75
1176,316,2025-05-23,85
1177,386,2019-09-06,100
1177,196,2020-08-24,25
1177,886,2025-08-13,45
1178,311,2025-01-04,40
1179,576,2024-07-30,95
1179,160,2024-04-20,35
1184,975,2019-12-22,45
1184,314,2025-02-28,100
1185,640,2020-08-30,65
1186,602,2021-06-03,70
1186,886,2020-10-08,70
1187,229,2024-12-28,20
1190,97,2022-09-06,55
1191,88,2025-06-07,70
1192,554,2019-02-23,85
1194,504,2024-06-25,85
1194,965,2025-03-02,55
1194,75,2025-02-22,45
1196,688,2024-09-23,45
1196,868,2022-05-20,50
1197,472,2016-08-17,90
1199,256,2022-06-12,15
1199,790,2023-09-11,25
1199,669,2024-02-04,65
1201,864,2024-07-04,100
1203,654,2023-07-06,70
1203,900,2018-03-30,85
1204,954,2024-03-30,40
1205,95,2020-08-09,20
1205,451,2018-06-23,50
1205,654,2019-12-14,35
1206,134,2022-04-07,85
1206,419,2023-11-17,30
1208,556,2024-03-05,80
1211,39,2019-12-25,65
1211,566,2024-10-25,40
1212,440,2020-01-26,60
1212,35,2021-05-16,50
1213,587,2020-06-24,90
1215,635,2025-03-20,30
1215,2,2018-03-26,60
1215,213,2023-11-16,30
1216,105,2019-10-20,20
1217,945,2024-03-09,60
1217,236,2024-09-03,80
1217,172,2025-04-27,35
1219,866,2024-08-21,80
1221,288,2025-03-16,55
1222,946,2023-03-25,25
1222,960,2020-03-23,35
1225,607,2022-11-21,10
1225,28,2016-09-25,80
1225,615,2018-06-18,5
1227,623,2024-03-17,20
1227,340,2023-12-03,90
1227,329,2025-07-04,55
1228,60,2019-03-09,75
1230,739,2019-12-08,5
1231,143,2023-08-28,100
1232,992,2023-01-24,50
1232,431,2020-09-27,95
1232,14,2021-10-17,40
1233,971,2024-04-30,55
1233,459,2023-08-04,15
1233,764,2024-06-10,60
1235,175,2020-11-22,75
1237,627,2024-09-01,15
1238,836,2025-01-17,45
1239,75,2019-08-09,45
1240,228,2023-02-25,35
1240,33,2024-10-03,90
1240,447,2025-08-07,35
1241,637,2023-03-08,40
1241,202,2020-01-01,45
1241,607,2022-03-09,65
1243,642,2024-07-22,35
1244,60,2024-02-17,75
1245,164,2024-01-19,40
1246,97,2021-11-04,30
1247,583,2022-01-12,70
1249,488,2025-05-17,50
1250,748,2024-09-26,30
1251,8,2023-07-31,5
1252,207,2022-11-11,10
1252,842,2018-12-08,65
1253,176,2019-04-01,15
1253,196,2023-01-16,70
1254,127,2025-05-21,30
1255,50,2025-06-08,75
1260,155,2024-11-27,15
1263,252,2024-06-26,5
1264,801,2018-12-25,35
1265,121,2020-03-22,65
1265,182,2017-01-27,80
1265,139,2020-05-01,65
1266,899,2023-07-19,80
1266,742,2017-10-21,70
1268,438,2024-10-13,70
1269,929,2021-06-13,50
1270,169,2023-10-08,90
1271,823,2022-01-30,50
1272,848,2025-07-14,30
1272,97,2022-08-02,25
1273,373,2021-07-24,60
1274,840,2017-02-19,100
1275,804,2025-08-03,75
1275,361,2025-08-14,10
1278,654,2020-07-01,65
1279,713,2022-02-13,45
1280,797,2021-08-03,35
1281,873,2022-11-18,15
1281,360,2019-05-09,60
1282,566,2022-11-26,80
1284,132,2023-10-18,40
1284,477,2016-04-23,80
1284,615,2016-08-13,55
1285,130,2023-09-26,100
1286,618,2020-01-21,45
1287,946,2025-02-17,35
1288,87,2025-03-09,5
1289,199,2023-11-27,15
1291,737,2024-02-11,65
1291,354,2024-05-18,50
1291,904,2024-01-13,55
1292,123,2020-09-07,35
1293,170,2022-10-11,95
1293,825,2025-05-14,70
1295,172,2020-06-20,70
1296,871,2025-06-08,70
1298,462,2024-11-04,15
1299,5,2019-05-18,40
1299,473,2022-04-27,95
1300,299,2018-09-19,90
1301,767,2024-10-20,25
1302,995,2020-12-05,5
1303,829,2024-11-13,50
1303,846,2024-11-15,25
1304,34,2024-12-10,15
1304,510,2021-12-30,40
1309,793,2025-06-03,10
1312,337,2025-05-26,40
1312,634,2025-07-09,50
1312,416,2025-07-23,80
1313,893,2025-07-07,55
1314,678,2019-08-05,60
1316,20,2024-11-11,50
1317,364,2021-12-25,65
1317,932,2024-06-18,45
1317,419,2025-03-09,35
1318,759,2024-11-29,25
1319,304,2024-04-03,30
1320,254,2025-03-19,85
1320,980,2025-06-16,100
1322,367,2021-09-12,5
1322,15,2025-04-18,5
1322,762,2022-11-26,70
1324,81,2024-06-29,45
1325,668,2024-06-07,85
1326,407,2019-09-29,30
1327,437,2024-08-25,20
1327,469,2022-08-25,5
1330,406,2025-07-04,30
1330,621,2025-07-07,55
1331,193,2025-06-26,85
1331,820,2018-12-01,15
1332,360,2024-07-01,10
1333,645,2023-10-06,65
1337,862,2025-03-06,60
1338,467,2022-07-14,65
1338,243,2024-03-08,45
1338,459,2023-04-26,100
1339,140,2022-07-20,30
1339,367,2022-06-19,85
1340,60,2024-01-29,50
1342,79,2023-03-10,30
1343,902,2019-07-04,25
1344,103,2024-09-28,100
1346,587,2021-10-11,45
1347,710,2018-10-26,25
1348,519,2023-03-27,80
1348,727,2022-07-30,5
1351,901,2021-11-08,20
1352,487,2023-12-16,65
1352,366,2021-04-01,80
1353,30,2020-01-01,15
1353,129,2022-09-14,30
1354,691,2018-12-09,100
1355,234,2022-03-18,30
1356,346,2024-12-29,60
1356,794,2024-02-10,10
1357,679,2024-03-31,95
1357,70,2025-01-30,100
1358,347,2021-09-11,80
1359,564,2016-12-01,85
1359,795,2022-11-05,100
1360,496,2025-04-25,40
1361,967,2025-05-17,85
1362,969,2019-05-02,45
1362,684,2021-12-23,20
1363,764,2025-05-17,95
1364,516,2025-07-10,15
1366,634,2017-06-01,55
1366,276,2020-08-17,60
1367,474,2020-08-22,75
1367,186,2020-01-14,25
1367,130,2018-07-19,65
1368,822,2025-04-05,5
1369,904,2018-08-12,10
1370,949,2023-04-17,20
1371,806,2025-04-21,80
1371,466,2020-10-28,75
1372,14,2017-11-27,15
1373,992,2024-12-09,85
1374,936,2024-10-18,15
1375,811,2022-09-06,65
1376,616,2024-06-19,5
1377,146,2025-06-04,65
1377,752,2025-07-15,15
1377,68,2024-05-02,40
1378,731,2016-12-03,95
1378,483,2018-03-20,30
1379,608,2023-02-07,25
1380,640,2020-09-17,15
1380,437,2023-02-07,70
1382,317,2022-09-07,45
1383,239,2018-07-05,55
1384,517,2017-07-10,60
1385,141,2017-09-16,65
1385,427,2022-01-06,45
1386,48,2023-11-26,90
1387,43,2023-05-29,100
1388,293,2022-01-17,75
1388,267,2021-11-01,100
1389,927,2017-06-27,50
1390,946,2023-06-26,90
1390,647,2025-03-06,15
1391,868,2021-08-23,95
1392,159,2021-03-04,40
1394,172,2024-03-14,60
1394,81,2024-10-21,90
1394,495,2021-03-05,25
1396,889,2024-08-04,75
1397,779,2025-01-15,25
1397,527,2020-01-12,25
1398,760,2023-09-12,30
1399,363,2025-06-04,5
1400,107,2021-07-17,50
1401,420,2019-04-28,85
1402,538,2025-03-20,100
1402,347,2025-08-03,10
1402,895,2025-06-08,75
1403,854,2018-01-07,45
1403,931,2024-12-06,20
1403,587,2022-11-20,70
1404,735,2022-04-28,100
1405,246,2025-04-29,30
1405,577,2025-05-18,35
1405,786,2025-06-17,65
1408,681,2025-02-22,100
1409,608,2020-09-05,35
1409,32,2021-08-31,10
1410,767,2024-02-07,40
1410,77,2020-01-01,95
1412,585,2022-02-15,40
1412,528,2021-12-20,50
1413,894,2025-07-12,25
1413,533,2021-05-09,70
1414,535,2019-08-02,15
1414,807,2018-07-29,85
1415,684,2025-07-10,95
1416,539,2025-06-13,25
1416,251,2019-09-22,45
1418,529,2022-01-20,50
1418,840,2022-11-25,80
1418,943,2022-10-01,45
1419,552,2024-01-27,90
1421,620,2025-07-18,30
1421,945,2024-02-26,25
1422,909,2025-06-17,20
1423,848,2025-07-31,45
1423,932,2023-07-25,90
1425,799,2025-03-21,50
1425,865,2023-02-11,30
1426,219,2025-02-24,30
1426,271,2022-11-10,35
1427,207,2024-03-30,80
1430,22,2024-02-05,30
1431,337,2025-01-20,60
1432,338,2022-11-29,70
1433,265,2024-01-06,40
1435,902,2025-08-01,90
1435,432,2025-08-13,30
1435,888,2025-05-20,60
1436,700,2016-09-18,70
1437,250,2019-04-06,5
1439,916,2024-10-30,25
1440,704,2025-08-01,20
1440,640,2024-10-28,80
1441,52,2025-05-26,60
1442,647,2025-04-27,35
1443,144,2023-08-29,100
1443,696,2023-12-14,30
1444,471,2024-02-21,30
1444,84,2023-07-26,45
1447,250,2025-05-14,100
1449,930,2022-07-28,10
1451,196,2023-11-01,60
1451,59,2024-07-11,65
1451,759,2024-04-17,10
1453,842,2020-12-06,10
1454,138,2025-07-18,5
1456,341,2025-01-07,70
1456,598,2023-03-13,75
1457,51,2024-08-12,25
1458,895,2017-10-16,85
1458,180,2023-10-26,75
1463,787,2023-12-04,40
1465,488,2024-06-07,5
1466,684,2021-12-06,75
1466,421,2021-02-27,95
1467,476,2021-02-25,50
1468,247,2025-05-30,30
1470,196,2022-06-01,40
1471,250,2017-09-18,30
1471,688,2023-04-30,65
1471,629,2024-10-04,70
1473,610,2020-01-27,80
1474,385,2019-09-26,20
1474,797,2017-07-07,70
1475,673,2020-01-27,50
1476,683,2025-02-28,45
1476,293,2025-04-24,25
1477,641,2019-10-03,75
1477,794,2023-10-10,50
1477,762,2023-02-14,90
1479,508,2023-10-30,25
1480,111,2025-07-04,60
1481,436,2025-08-17,50
1481,357,2025-08-24,45
1486,794,2024-07-15,80
1486,234,2024-03-19,85
1487,739,2022-10-29,10
1487,650,2021-05-20,75
1490,932,2024-06-03,75
1491,101,2024-05-01,5
1491,469,2020-10-07,55
1491,896,2025-06-24,70
1492,651,2018-03-14,45
1493,879,2024-03-10,10
1496,881,2018-09-19,5
1496,987,2019-10-17,85
1497,90,2019-05-17,35
1497,948,2020-05-10,80
1497,988,2016-03-03,90
1499,958,2025-02-02,40
1500,582,2024-08-28,90
1500,117,2024-01-15,45
1500,961,2023-08-20,45
1501,273,2020-01-26,70
1501,842,2024-10-21,20
1502,249,2018-05-25,100
1504,741,2023-12-26,45
1506,369,2025-04-18,40
1506,489,2024-11-08,30
1506,78,2024-11-06,15
1508,383,2024-12-07,90
1508,563,2024-12-14,30
1509,861,2023-11-02,25
1509,565,2020-03-13,90
1511,684,2025-05-07,60
1512,678,2024-06-11,70
1512,418,2025-07-01,50
1513,583,2023-04-24,90
1515,186,2024-06-16,70
1518,217,2025-06-27,50
1518,269,2017-10-20,100
1519,207,2022-11-25,15
1519,166,2021-09-10,60
1519,985,2017-05-10,25
1522,186,2023-03-10,40
1524,979,2025-03-26,45
1525,135,2025-05-18,85
1525,667,2024-12-05,95
1526,166,2017-11-04,10
1526,526,2017-01-20,65
1527,3,2018-08-16,80
1527,254,2019-07-18,10
1527,897,2023-05-15,40
1530,154,2024-10-20,95
1533,555,2025-08-07,20
1534,162,2024-05-15,80
1535,260,2025-02-27,25
1535,8,2021-07-27,55
1537,377,2021-07-08,35
1538,900,2021-10-12,50
1538,693,2019-10-25,95
1541,771,2025-08-22,15
1541,931,2025-01-01,10
1541,557,2024-11-25,5
1543,55,2025-06-27,70
1544,684,2025-02-07,10
1545,419,2025-05-22,5
1545,209,2024-05-10,70
1546,93,2024-10-19,25
1546,441,2024-12-17,55
1547,444,2022-10-05,25
1548,585,2025-04-20,90
1549,897,2021-11-06,90
1551,897,2023-06-04,85
1551,868,2024-08-17,30
1552,323,2025-07-03,85
1554,615,2025-05-26,20
1555,167,2025-08-09,5
1555,476,2025-07-07,75
1556,259,2025-07-17,95
1556,77,2024-12-30,75
1557,148,2025-06-18,25
1558,348,2025-03-30,40
1558,447,2020-10-14,25
1558,486,2018-11-14,45
1560,509,2021-05-14,85
1561,106,2025-07-23,15
1562,321,2023-06-16,75
1564,829,2024-05-09,60
1564,515,2023-12-16,30
1567,698,2025-07-01,85
1568,83,2023-12-02,85
1568,530,2023-08-26,60
1568,401,2024-04-18,35
1569,361,2024-05-25,80
1570,6,2025-08-02,60
1571,406,2018-03-10,25
1572,573,2024-08-31,50
1574,147,2018-09-28,15
1577,628,2021-12-14,100
1578,491,2020-01-19,25
1580,640,2023-01-19,35
1582,798,2022-12-09,25
1582,961,2025-05-23,5
1582,713,2023-05-11,75
1583,226,2021-02-26,60
1583,626,2022-08-29,25
1583,282,2023-07-18,30
1584,117,2022-01-22,70
1585,414,2025-03-21,100
1588,874,2023-10-21,50
1589,390,2022-02-28,15
1590,359,2022-11-21,70
1592,718,2025-01-13,50
1592,457,2025-05-30,80
1594,553,2017-05-08,55
1594,554,2017-06-15,55
1595,947,2025-06-24,100
1596,283,2017-10-26,85
1596,415,2021-01-21,20
1596,163,2024-04-27,95
1597,380,2025-05-03,15
1598,564,2021-09-11,40
1599,618,2024-11-15,5
1600,420,2022-11-10,95
1601,683,2024-04-20,20
1602,749,2019-03-21,25
1602,881,2023-10-20,20
1603,555,2025-01-29,35
1604,86,2024-09-06,40
1606,276,2023-02-02,50
1607,19,2025-05-16,10
1608,801,2025-07-01,100
1608,442,2020-03-31,40
1608,272,2024-01-21,95
1609,530,2020-06-07,50
1609,623,2022-11-19,100
1610,470,2024-05-07,50
1611,936,2023-03-20,90
1611,725,2025-05-28,30
1613,684,2022-10-16,95
1614,488,2024-05-19,95
1614,800,2025-02-17,95
1614,726,2025-05-18,35
1615,513,2021-09-02,95
1616,777,2019-03-22,55
1616,86,2021-11-01,55
1617,871,2025-03-10,30
1619,204,2025-05-19,25
1620,946,2022-04-25,90
1620,550,2024-03-26,20
1621,434,2025-08-06,100
1621,133,2024-10-15,40
1621,332,2025-01-31,20
1624,249,2025-01-05,35
1624,161,2020-10-20,40
1625,606,2022-02-16,70
1626,676,2018-09-28,10
1627,897,2023-01-21,65
1630,638,2024-04-11,25
1632,125,2020-08-21,10
1632,815,2022-05-10,90
1633,508,2021-10-29,30
1634,704,2023-01-04,75
1635,863,2021-05-03,80
1636,8,2021-12-29,20
1637,693,2023-09-22,30
1638,664,2025-01-17,90
1639,234,2018-02-14,35
1641,477,2024-09-23,60
1641,802,2023-09-07,55
1641,161,2024-03-18,75
1642,728,2024-02-29,10
1642,63,2024-08-08,15
1643,427,2021-11-21,10
1643,78,2024-06-14,90
1644,873,2024-10-15,45
1644,911,2025-06-27,70
1647,405,2024-05-24,90
1647,498,2022-12-05,95
1648,915,2024-04-24,5
1648,560,2023-09-01,35
1650,907,2021-05-05,75
1650,587,2023-11-09,50
1651,715,2018-03-09,90
1651,745,2024-02-24,35
1651,88,2018-11-15,50
1653,135,2025-06-21,50
1653,778,2025-04-01,65
1653,280,2025-05-13,50
1654,537,2024-12-20,100
1654,838,2020-01-01,45
1654,853,2020-02-08,100
1658,145,2025-04-02,45
1659,870,2021-03-26,35
1659,994,2023-11-26,15
1660,141,2025-06-19,85
1661,489,2023-01-03,30
1662,771,2025-06-05,90
1662,673,2024-11-25,25
1664,364,2023-05-18,20
1666,708,2017-12-12,75
1668,479,2025-03-26,15
1669,529,2019-09-26,85
1670,564,2022-12-18,70
1670,249,2024-05-29,80
1670,193,2025-04-19,70
1671,462,2021-06-09,10
1671,477,2022-10-14,10
1672,406,2021-07-23,80
1672,715,2025-05-03,25
1673,9,2023-07-16,75
1674,244,2018-10-01,80
1675,360,2024-12-05,85
1675,185,2022-11-24,5
1675,537,2024-10-05,60
1677,975,2025-08-13,100
1677,314,2020-08-10,55
1677,859,2024-11-19,10
1678,644,2025-06-11,10
1679,793,2025-02-14,15
1680,615,2024-10-23,60
1680,783,2025-07-06,85
1681,857,2020-12-09,60
1683,284,2025-01-22,80
1683,418,2024-07-05,25
1685,813,2024-09-17,95
1687,220,2024-01-08,5
1687,807,2020-11-10,5
1687,696,2023-11-22,100
1688,494,2017-07-25,100
1688,812,2017-04-06,95
1689,418,2018-06-02,25
1689,51,2023-01-17,90
1690,812,2025-07-02,55
1692,692,2025-04-22,25
1692,333,2025-04-03,80
1694,846,2024-09-24,85
1699,494,2022-09-19,20
1699,442,2021-08-21,100
1699,833,2018-08-10,95
1700,640,2024-03-23,50
1700,431,2023-09-30,85
1701,126,2024-04-23,55
1701,800,2025-05-05,80
1701,628,2025-02-12,85
1703,406,2025-07-11,100
1703,382,2023-10-25,35
1704,829,2022-01-12,75
1707,178,2021-11-11,95
1707,533,2025-02-17,55
1708,134,2024-06-24,35
1709,257,2023-10-05,90
1709,423,2025-02-18,70
1713,457,2025-07-12,5
1714,992,2025-04-02,30
1714,483,2022-04-07,65
1715,547,2018-06-24,50
1715,764,2021-11-19,100
1716,519,2022-03-15,20
1716,297,2022-02-10,65
1717,493,2025-06-14,85
1717,840,2025-08-13,5
1717,254,2024-09-29,25
1718,692,2019-04-22,85
1719,4,2023-10-15,10
1719,472,2019-05-15,75
1720,306,2025-08-17,60
1722,79,2024-11-28,55
1724,468,2023-03-15,90
1726,881,2021-05-20,100
1726,961,2024-04-23,5
1728,78,2022-11-09,15
1729,979,2020-01-16,30
1729,995,2017-05-15,40
1729,92,2021-08-27,85
1731,421,2018-07-30,65
1731,338,2018-12-25,15
1731,454,2020-02-27,5
1733,920,2023-02-20,85
1733,59,2024-04-14,75
1734,402,2019-12-30,5
1734,610,2024-09-08,55
1734,443,2024-03-07,100
1737,481,2024-03-05,25
1738,34,2025-03-03,75
1739,752,2022-12-22,55
1739,448,2025-01-06,25
1742,471,2020-08-25,65
1743,735,2025-08-06,50
1743,695,2025-08-10,70
1743,45,2025-07-29,10
1744,1,2024-12-28,50
1746,830,2019-02-13,65
1746,256,2022-06-29,25
1748,141,2019-07-30,65
1748,419,2021-10-08,50
1749,434,2024-10-24,30
1752,291,2021-02-13,85
1753,685,2022-10-07,45
1753,870,2025-06-25,75
1753,606,2018-05-06,65
1754,793,2025-07-22,5
1754,34,2025-06-21,75
1754,269,2025-05-26,55
1755,269,2021-09-02,60
1758,97,2025-01-19,55
1759,600,2021-12-06,25
1760,582,2018-05-03,85
1761,603,2024-08-03,35
1763,109,2019-02-18,60
1764,782,2022-08-09,20
1766,230,2025-06-14,10
1767,918,2016-11-19,40
1767,589,2019-09-23,60
1768,979,2023-09-15,70
1768,170,2021-12-18,45
1770,821,2025-05-01,50
1770,952,2025-07-21,80
1771,677,2025-08-20,15
1771,924,2025-08-17,30
1772,340,2025-02-08,100
1773,248,2024-02-22,10
1773,311,2025-02-18,75
1774,146,2021-06-21,15
1775,453,2021-10-01,30
1776,341,2024-03-29,25
1776,42,2019-08-19,40
1779,174,2020-05-18,90
1780,1,2019-03-15,50
1780,749,2024-07-04,20
1780,710,2022-11-18,30
1781,818,2025-03-03,40
1782,389,2024-07-12,80
1782,964,2020-04-10,95
1783,12,2025-01-16,60
1786,974,2024-07-21,30
1786,258,2022-10-10,75
1786,847,2024-05-02,95
1787,868,2020-03-13,65
1788,630,2020-07-22,30
1790,520,2023-06-28,85
1793,593,2021-07-02,10
1795,366,2025-06-11,85
1797,177,2022-09-09,100
1797,837,2017-03-22,80
1797,563,2023-10-27,60
1798,953,2021-12-17,55
1799,59,2021-07-08,95
1799,607,2024-01-11,50
1799,363,2025-02-28,100
1800,9,2023-03-21,10
1800,303,2025-04-12,40
1801,3,2021-09-30,95
1801,343,2022-11-14,15
1802,826,2025-01-08,50
1803,961,2025-04-18,30
1803,549,2025-05-06,75
1803,826,2020-04-13,90
1804,173,2021-05-15,70
1804,659,2021-05-22,85
1805,416,2024-01-30,65
1805,791,2024-12-28,30
1805,986,2023-09-10,40
1806,111,2024-02-07,75
1806,236,2024-03-07,70
1807,167,2018-09-05,60
1808,26,2021-02-24,65
1809,483,2019-05-28,55
1810,420,2022-02-24,10
1811,43,2020-01-25,50
1812,650,2023-07-26,60
1816,834,2023-09-12,80
1817,448,2023-11-20,40
1818,922,2021-06-14,95
1822,596,2025-06-21,20
1823,54,2019-01-12,10
1823,466,2022-05-14,25
1824,259,2024-02-20,65
1825,610,2020-03-30,25
1825,172,2020-08-05,15
1825,775,2019-12-01,65
1826,304,2022-05-18,65
1826,211,2018-05-09,75
1826,474,2017-08-08,45
1827,911,2023-03-16,80
1828,144,2024-07-15,85
1829,331,2024-12-05,60
1830,952,2018-06-08,35
1831,963,2019-07-29,10
1832,426,2023-04-30,75
1832,134,2024-03-27,100
1832,464,2018-09-04,90
1834,158,2025-04-19,55
1835,246,2020-09-08,15
1836,900,2025-07-13,100
1837,131,2020-09-07,70
1838,413,2025-08-23,15
1839,74,2024-05-14,65
1840,269,2024-03-29,100
1840,885,2023-04-18,90
1841,97,2019-09-11,30
1842,822,2023-02-07,40
1843,385,2024-11-07,75
1844,195,2022-09-30,75
1845,631,2020-06-21,95
1846,649,2020-09-24,15
1846,421,2023-10-18,40
1847,960,2020-07-21,45
1848,389,2023-08-31,65
1851,426,2022-10-21,85
1851,534,2022-12-27,40
1852,931,2025-03-19,60
1853,306,2024-12-14,95
1855,936,2019-08-27,100
1857,395,2022-12-05,90
1857,454,2023-12-16,80
1859,669,2020-04-06,10
1859,770,2020-06-06,40
1860,566,2025-05-23,70
1861,367,2023-07-26,5
1861,346,2024-09-25,20
1864,294,2025-02-12,45
1865,828,2025-07-04,50
1867,876,2023-04-05,50
1868,935,2023-10-22,25
1868,209,2023-06-29,20
1870,682,2025-03-28,25
1872,218,2025-08-24,30
1872,169,2025-08-24,15
1873,192,2021-02-02,70
1873,33,2025-05-30,10
1873,808,2023-02-11,65
1875,948,2025-06-29,75
1877,162,2025-07-09,60
1879,436,2018-10-30,5
1880,513,2022-09-11,10
1881,94,2019-10-13,25
